id,catalog_number,attributes
2785811,L442C,"Product Name:Schmidt Inline Couplings|Torque (Nm):96.0|HP/100 (RPM):1.350|Displacement Parallel (in):0.06|Displacement Angular (deg):±0.5|Disc Diameter D (mm):106.43|Coupling Length B (mm):80.16|Disc Width K (mm):12.70|Net weight  (kg):2.313|Inertia (Wk2) (lb-in²):18.600|Swing Diameter SD (mm):109.73|Center Bore Diameter Z (mm):46.02|Bolt Circle G (mm):61.26|No of Bolts (in):1/4""-20|Bolt Size M (mm):76.20|Hub Part Number:S6026XX|Hub Dimension A (mm):76.2|Hub Dimension B (mm):31.8|Hub Dimension C (mm):76.2|Hub Dimension E (mm):31.8|Hub Dimension Max Bore (mm):38.1|Hub Dimension G (mm):61.2|Hub Dimension Fastener Quantity:3|Hub Dimension Fastener Size:1/4-20x1|Hub Dimension α:120°|Hub Dimension β:120°|Hub Dimension Wt. (kg):1.1|Coupling Size for Drawing References:442|Material Map:always"
2785815,L481C,"Product Name:Schmidt Inline Couplings|Torque (Nm):2,598.7|HP/100 (RPM):36.490|Displacement Parallel (in):0.06|Displacement Angular (deg):±0.5|Disc Diameter D (mm):206.48|Coupling Length B (mm):193.62|Disc Width K (mm):36.50|Net weight  (kg):29.121|Inertia (Wk2) (lb-in²):604.000|Swing Diameter SD (mm):211.58|Center Bore Diameter Z (mm):92.07|Bolt Circle G (mm):177.80|No of Bolts (in):5/8""-11|Bolt Size M (mm):203.20|Hub Part Number:S6037XX|Hub Dimension A (mm):206.5|Hub Dimension B (mm):101.6|Hub Dimension C (mm):138.2|Hub Dimension E (mm):31.8|Hub Dimension Max Bore (mm):88.9|Hub Dimension G (mm):177.8|Hub Dimension Fastener Quantity:8|Hub Dimension Fastener Size:5/8-11x2-1/4|Hub Dimension α:45°|Hub Dimension β:45°|Hub Dimension Wt. (kg):16.5|Coupling Size for Drawing References:481|Material Map:always"
2785824,PSL-K-10-C,"Product Name:Posi-Lok Keyless Shaft Bushings|Transmittable T  (Nm):28|Transmittable FA  (Nm):1,798|Shaft Side Force  (bar):2,299.9|Hub Side Force  (bar):1,299.9|Polar Moment of Inertia (*10⁻³) (lb-in²):0.183|Weight (kg):0.07|Hub Bore Tolerance Upper Limit  (mm):18.01|Hub Bore Tolerance Lower Limit (mm):18.01|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):10.01|Shaft Tolerance Lower Limit  (mm):9.98|Shaft Tolerance Grade:h8|Dimension (d)  (mm):9.9|Dimension (D) (mm):18.0|Dimension (D1) (mm):31.0|Dimension (D2) (mm):29.0|Dimension (P) (mm):23.1|Dimension (L) (mm):11.9|Dimension (L1) (mm):23.9|Dimension (L2) (mm):27.9|Dimension (L3) (mm):5.1|Dimension (L4) (mm):5.1|Screws No.:3|Screws Dim (M1):M4 x 10|Screws Dim (M2):3-M4|Screws Tt (Nm):3.954"
2785828,PSL-K-15-C,"Product Name:Posi-Lok Keyless Shaft Bushings|Transmittable T  (Nm):95|Transmittable FA  (Nm):3,871|Shaft Side Force  (bar):2,899.9|Hub Side Force  (bar):1,899.9|Polar Moment of Inertia (*10⁻³) (lb-in²):0.5700000000000001|Weight (kg):0.13|Hub Bore Tolerance Upper Limit  (mm):23.01|Hub Bore Tolerance Lower Limit (mm):23.01|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):15.01|Shaft Tolerance Lower Limit  (mm):14.96|Shaft Tolerance Grade:h8|Dimension (d)  (mm):15.0|Dimension (D) (mm):23.1|Dimension (D1) (mm):39.1|Dimension (D2) (mm):36.1|Dimension (P) (mm):29.0|Dimension (L) (mm):14.0|Dimension (L1) (mm):29.0|Dimension (L2) (mm):34.0|Dimension (L3) (mm):6.1|Dimension (L4) (mm):7.1|Screws No.:4|Screws Dim (M1):M5 x 12|Screws Dim (M2):2-M5|Screws Tt (Nm):8.022"
2785832,PSL-K-19-C,"Product Name:Posi-Lok Keyless Shaft Bushings|Transmittable T  (Nm):121|Transmittable FA  (Nm):3,871|Shaft Side Force  (bar):2,299.9|Hub Side Force  (bar):1,599.9|Polar Moment of Inertia (*10⁻³) (lb-in²):0.9490000000000001|Weight (kg):0.15|Hub Bore Tolerance Upper Limit  (mm):28.02|Hub Bore Tolerance Lower Limit (mm):27.99|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):19.00|Shaft Tolerance Lower Limit  (mm):18.97|Shaft Tolerance Grade:h8|Dimension (d)  (mm):19.0|Dimension (D) (mm):27.9|Dimension (D1) (mm):43.9|Dimension (D2) (mm):40.9|Dimension (P) (mm):34.0|Dimension (L) (mm):14.0|Dimension (L1) (mm):29.0|Dimension (L2) (mm):34.0|Dimension (L3) (mm):6.1|Dimension (L4) (mm):7.1|Screws No.:4|Screws Dim (M1):M5 x 12|Screws Dim (M2):2-M5|Screws Tt (Nm):8.022"
2785836,PSL-K-24-C,"Product Name:Posi-Lok Keyless Shaft Bushings|Transmittable T  (Nm):230|Transmittable FA  (Nm):5,791|Shaft Side Force  (bar):2,299.9|Hub Side Force  (bar):1,599.9|Polar Moment of Inertia (*10⁻³) (lb-in²):1.804|Weight (kg):0.22|Hub Bore Tolerance Upper Limit  (mm):34.04|Hub Bore Tolerance Lower Limit (mm):34.01|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):24.00|Shaft Tolerance Lower Limit  (mm):23.98|Shaft Tolerance Grade:h8|Dimension (d)  (mm):23.9|Dimension (D) (mm):34.0|Dimension (D1) (mm):50.0|Dimension (D2) (mm):47.0|Dimension (P) (mm):39.9|Dimension (L) (mm):16.0|Dimension (L1) (mm):33.0|Dimension (L2) (mm):38.1|Dimension (L3) (mm):6.6|Dimension (L4) (mm):7.9|Screws No.:6|Screws Dim (M1):M5 x 14|Screws Dim (M2):2-M5|Screws Tt (Nm):8.022"
2785840,PSL-K-3/8-C,"Product Name:Posi-Lok Keyless Shaft Bushings|Transmittable T  (Nm):28|Transmittable FA  (Nm):1,798|Shaft Side Force  (bar):2,499.9|Hub Side Force  (bar):1,299.9|Polar Moment of Inertia (*10⁻³) (lb-in²):0.185|Weight (kg):0.07|Hub Bore Tolerance Upper Limit  (mm):18.01|Hub Bore Tolerance Lower Limit (mm):18.01|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):9.52|Shaft Tolerance Lower Limit  (mm):9.50|Shaft Tolerance Grade:h8|Dimension (d)  (mm):9.7|Dimension (D) (mm):18.0|Dimension (D1) (mm):31.0|Dimension (D2) (mm):29.0|Dimension (P) (mm):23.1|Dimension (L) (mm):11.9|Dimension (L1) (mm):23.9|Dimension (L2) (mm):27.9|Dimension (L3) (mm):5.1|Dimension (L4) (mm):5.1|Screws No.:3|Screws Dim (M1):M4 x 10|Screws Dim (M2):3-M4|Screws Tt (Nm):3.954"
2785848,PSL-K-8-C,"Product Name:Posi-Lok Keyless Shaft Bushings|Transmittable T  (Nm):23|Transmittable FA  (Nm):1,798|Shaft Side Force  (bar):2,899.9|Hub Side Force  (bar):1,599.9|Polar Moment of Inertia (*10⁻³) (lb-in²):0.11900000000000001|Weight (kg):0.05|Hub Bore Tolerance Upper Limit  (mm):15.01|Hub Bore Tolerance Lower Limit (mm):15.01|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):8.00|Shaft Tolerance Lower Limit  (mm):7.98|Shaft Tolerance Grade:h8|Dimension (d)  (mm):7.9|Dimension (D) (mm):15.0|Dimension (D1) (mm):27.9|Dimension (D2) (mm):25.9|Dimension (P) (mm):20.1|Dimension (L) (mm):11.9|Dimension (L1) (mm):23.9|Dimension (L2) (mm):27.9|Dimension (L3) (mm):5.1|Dimension (L4) (mm):5.1|Screws No.:3|Screws Dim (M1):M4 x 10|Screws Dim (M2):3-M4|Screws Tt (Nm):3.954"
2785876,SD035R,"Product Name:ServoClass Single Flex Couplings|Operating Torque (Nm):8.0|Torsional Stiffness (in-lb/deg):2,781|Torsional Stiffness (Nm/Rad):18,000|Axial Stiffness (N/mm):112.1|Maximum Speed (RPM):10,000|Misalignments Angular (deg):1|Misalignments Parallel (mm):0.03|Misalignments Axial (mm):0.25|Moment of Inertia (lb-in²):0.06300|Weight (g):85.05|Outside Diameter D (mm):38.99|Overall Length L (mm):34.01|Hub Length LB (mm):15.49|Distance Between Shaft Ends (DBSE) (mm):3.00|Inside Diameter of the Flex Disc K (mm):16.99|Clamp Screw A2 (mm):14.00|Clamp Screw to End of Hub C  (mm):4.50|Clamp Screw Size M:M4|Tightening Torque (Nm):3.390|Coupling Size for Drawing References:35|Material Map:servo|Style:C"
2785888,TT1X-CD,Product Name:Shaft-to-Shaft Torq-Tenders with Actuating Disc |A (mm):39.67|B (mm):22.22|D (mm):28.96|E (mm):16.00|G (mm):25.40|H (mm):3.43|K (mm):45.72|L (mm):15.19|M (mm):5.54|N (mm):12.70|X (mm):74.93|Y (mm):24.64|Z (mm):2.03|Z1 (mm):3.05|Coupling Size for Drawing References:1|Material Map:always
2785912,TT2X-BD,Product Name:Through-Shaft Torq-Tenders with Actuating Disc |A (mm):63.50|B (mm):38.10|D (mm):45.85|G (mm):41.30|H (mm):7.92|K (mm):74.93|L (mm):25.40|N (mm):22.22|O (mm):9.52|X (mm):99.95|Y (mm):24.64|Z (mm):18.80|Z1 (mm):3.05|Coupling Size for Drawing References:2|Material Map:always
2785940,TT3TAN-BP,Product Name:Through-Shaft Torq-Tenders with Actuating Pin|A (mm):76.20|B (mm):44.45|D (mm):84.12|G (mm):44.40|H (mm):7.92|I (mm):12.70|J (mm):77.09|K (mm):119.63|L (mm):30.10|N (mm):26.97|O (mm):9.52|S (mm):39.95|T (mm):3.18|U (mm):3.18|W (mm):4.44|Coupling Size for Drawing References:3|Material Map:always
2785354,410F,Product Name:Non-SAE Mount Overhung Load Adaptor|Output Shaft - Keyway:1.00 Bore - 1/4 x 1/8|Input Bore - Keyway:1.00 - 1/4 x 1/8
2785119,1902,Product Name:Metric Model Linear Actuators|Shaft Diameter (mm):8|Lead (mm):2.50|Thrust Rating (N):67|A (mm):29.00|B (mm):42.20|C (mm):28.60|D (mm):14.50|E (mm):41.30|F (mm):57.20|G (mm):19.00|H Tapped Mounting Holes (mm):M3 x 0.5 x 6.35 DP
2785131,2102,Product Name:Inch Model Linear Actuators|Shaft Diameter (in):3/8|Lead (mm):2.5|Thrust Rating (N):133|A (mm):38.6|B (mm):48.5|C (mm):38.1|D (mm):19.3|E (mm):50.8|F (mm):71.4|G (mm):25.4|H Tapped Mounting Holes (in):#10-32 UNF x 3/8 DP
2785167,2903,Product Name:Metric Model Linear Actuators|Shaft Diameter (mm):12|Lead (mm):5.00|Thrust Rating (N):133|A (mm):38.60|B (mm):48.50|C (mm):38.10|D (mm):19.30|E (mm):50.80|F (mm):71.40|G (mm):25.40|H Tapped Mounting Holes (mm):M5 x 0.08 x 9.53 DP
2785239,3902,Product Name:Metric Model Linear Actuators|Shaft Diameter (mm):12|Lead (mm):10.00|Thrust Rating (N):266|A (mm):51.30|B (mm):68.30|C (mm):50.80|D (mm):25.60|E (mm):63.50|F (mm):86.90|G (mm):31.10|H Tapped Mounting Holes (mm):M6 x 1.0 x 12.7 DP
2785247,3913,Product Name:Metric Model Linear Actuators|Shaft Diameter (mm):16|Lead (mm):2.50|Thrust Rating (N):266|A (mm):51.30|B (mm):68.30|C (mm):50.80|D (mm):25.60|E (mm):63.50|F (mm):86.90|G (mm):31.10|H Tapped Mounting Holes (mm):M6 x 1.0 x 12.7 DP
2785311,5112,Product Name:Inch Model Linear Actuators|Shaft Diameter (in):2|Lead (mm):76.2|Thrust Rating (N):890|A (mm):114.3|B (mm):118.9|C (mm):114.3|D (mm):57.2|E (mm):69.9|F (mm):118.9|G (mm):101.6|H Tapped Mounting Holes (in):1/4-20 UNC x 1/2 DP
2785331,5903,Product Name:Metric Model Linear Actuators|Shaft Diameter (mm):50|Lead (mm):50.00|Thrust Rating (N):889|A (mm):114.30|B (mm):118.90|C (mm):114.30|D (mm):57.20|E (mm):69.90|F (mm):118.90|G (mm):101.60|H Tapped Mounting Holes (mm):M6 x 1.0 x 12.7 DP
2785359,515-20,Product Name:Model 500 SAE A Mount Overhung Load Adaptors|Output Shaft - Keyway:1.500 - 3/8 x 3/16|Input Bore - Keyway:1.250 - 5/16 x 5/32
2785391,6A37-SS,"Product Name:Single Set Screw Stainless Steel Hubs|Continuous Rated Torque (Nm):180.8|Peak Rated Torque (Nm):361.6|Torsional Stiffness (in-lb/deg):10,374|Torsional Stiffness (Nm/Rad):67,167|Maximum Speed A & B Hub (RPM):7,400|Misalignments Angular (deg):3|Misalignments Parallel (mm):0.33|Misalignments Axial (mm):1.78|A Hub Unit Weight At Max Bore (kg):1.63|A Hub Unit inertia At Max Bore (lb-in²):5.60|Diameter A (mm):95.25|B (mm):36.58|C (mm):13.21|Ga A Hub (mm):55.63|H (mm):38.35|Length L (mm):86.36|X (mm):17.27|Coupling Size for Drawing References:37|Material Map:always"
2785411,6A67QD,"Product Name:Single QD Bushing Hubs|Continuous Rated Torque (Nm):1,163.7|Peak Rated Torque (Nm):2,327.5|Torsional Stiffness (in-lb/deg):61,948|Torsional Stiffness (Nm/Rad):401,084|Maximum Speed (RPM):4,300|Misalignments Angular (deg):3|Misalignments Parallel (mm):0.56|Misalignments Axial (mm):3.81|QD Hubs Unit Weight W/ Bushing (kg):9.30|Diameter A (mm):171.45|B (mm):69.85|C (mm):21.84|Length L (mm):161.54|X (mm):10.41|LB (mm):91.95|T (mm):35.05|QD Bushing Type:SK"
2785455,915-17S,Product Name:Model 900 SAE C Mount Overhung Load Adaptors|Output Shaft - Keyway:1.500 - 3/8 x 3/16|Input Bore - Keyway:17 Tooth 12/24 Spline
2785568,ETP-1-5/8,"Product Name:ETP Classic Keyless Shaft Bushings|Transmittable T  (Nm):850|Transmittable FA  (Nm):12,558|Transmittable FR (Nm):7,163|Polar Moment of Inertia (*10⁻³) (lb-in²):9.82|Weight (kg):0.58|Hub Bore Tolerance Upper Limit  (mm):55.04|Hub Bore Tolerance Lower Limit (mm):54.99|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):41.30|Shaft Tolerance Lower Limit  (mm):41.25|Shaft Tolerance Grade:k6-h8|Dimension (d)  (mm):41.4|Dimension (D) (mm):55.1|Dimension (D1) (mm):70.1|Dimension (D2) (mm):61.0|Dimension (L) (mm):43.9|Dimension (L1) (mm):63.0|Dimension (L2) (mm):68.1|Screws No.:6|Screws Dim:M5|Screws Tt (Nm):8.00"
2785587,ETP-32,"Product Name:ETP Classic Keyless Shaft Bushings|Transmittable T  (Nm):420|Transmittable FA  (Nm):8,016|Transmittable FR (Nm):4,968|Polar Moment of Inertia (*10⁻³) (lb-in²):4.27|Weight (kg):0.35|Hub Bore Tolerance Upper Limit  (mm):43.03|Hub Bore Tolerance Lower Limit (mm):43.00|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):32.03|Shaft Tolerance Lower Limit  (mm):31.95|Shaft Tolerance Grade:k6-h8|Dimension (d)  (mm):32.0|Dimension (D) (mm):42.9|Dimension (D1) (mm):59.9|Dimension (D2) (mm):50.5|Dimension (L) (mm):34.0|Dimension (L1) (mm):52.1|Dimension (L2) (mm):56.9|Screws No.:4|Screws Dim:M5|Screws Tt (Nm):8.00"
2785608,ETP-85,"Product Name:ETP Classic Keyless Shaft Bushings|Transmittable T  (Nm):8,799|Transmittable FA  (Nm):63,092|Transmittable FR (Nm):17,677|Polar Moment of Inertia (*10⁻³) (lb-in²):225.44|Weight (kg):3.09|Hub Bore Tolerance Upper Limit  (mm):106.04|Hub Bore Tolerance Lower Limit (mm):105.99|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):85.01|Shaft Tolerance Lower Limit  (mm):84.94|Shaft Tolerance Grade:k6-h8|Dimension (d)  (mm):85.1|Dimension (D) (mm):105.9|Dimension (D1) (mm):129.0|Dimension (D2) (mm):115.1|Dimension (L) (mm):95.0|Dimension (L1) (mm):125.0|Dimension (L2) (mm):133.1|Screws No.:6|Screws Dim:M8|Screws Tt (Nm):32.00"
2785616,ETP-E1-1/8,"Product Name:ETP Express Keyless Shaft Bushings|Transmittable T  (Nm):290|Transmittable FA  (Nm):4,877|Transmittable FR (Nm):549|Polar Moment of Inertia (*10⁻³) (lb-in²):4.27|Weight (kg):0.35|Bore Tolerance Upper Limit  (mm):35.00|Bore Tolerance Lower Limit (mm):35.03|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):28.58|Shaft Tolerance Lower Limit  (mm):28.55|Shaft Tolerance Grade:h8|Dimension (d)  (mm):28.7|Dimension (D) (mm):35.1|Dimension (D1) (mm):63.5|Dimension (D2) (mm):70.1|Dimension (L) (mm):39.1|Dimension (L1) (mm):53.1|Screws Dim:M10|Screws R  (mm):23.1|Screws N (mm):5.1|Screws Tt (Nm):5.00"
2785636,ETP-E40,"Product Name:ETP Express Keyless Shaft Bushings|Transmittable T  (Nm):1,100|Transmittable FA  (Nm):13,715|Transmittable FR (Nm):914|Polar Moment of Inertia (*10⁻³) (lb-in²):19.93|Weight (kg):0.88|Bore Tolerance Upper Limit  (mm):48.03|Bore Tolerance Lower Limit (mm):48.01|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):40.00|Shaft Tolerance Lower Limit  (mm):39.95|Shaft Tolerance Grade:h8|Dimension (d)  (mm):39.9|Dimension (D) (mm):48.0|Dimension (D1) (mm):86.6|Dimension (D2) (mm):91.2|Dimension (L) (mm):55.1|Dimension (L1) (mm):74.9|Screws Dim:M16|Screws R  (mm):32.0|Screws N (mm):7.9|Screws Tt (Nm):21.00"
2785644,ETP-E65,"Product Name:ETP Express Keyless Shaft Bushings|Transmittable T  (Nm):4,400|Transmittable FA  (Nm):34,137|Transmittable FR (Nm):1,706|Polar Moment of Inertia (*10⁻³) (lb-in²):97.3|Weight (kg):2.13|Bore Tolerance Upper Limit  (mm):85.04|Bore Tolerance Lower Limit (mm):84.99|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):65.00|Shaft Tolerance Lower Limit  (mm):64.95|Shaft Tolerance Grade:h8|Dimension (d)  (mm):65.0|Dimension (D) (mm):79.0|Dimension (D1) (mm):120.4|Dimension (D2) (mm):136.9|Dimension (L) (mm):74.9|Dimension (L1) (mm):95.0|Screws Dim:M16|Screws R  (mm):46.0|Screws N (mm):7.9|Screws Tt (Nm):28.47"
2785648,ETP-E90,"Product Name:ETP Express Keyless Shaft Bushings|Transmittable T  (Nm):11,999|Transmittable FA  (Nm):67,053|Transmittable FR (Nm):2,621|Polar Moment of Inertia (*10⁻³) (lb-in²):360.7|Weight (kg):4.80|Bore Tolerance Upper Limit  (mm):109.04|Bore Tolerance Lower Limit (mm):108.99|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):89.99|Shaft Tolerance Lower Limit  (mm):89.94|Shaft Tolerance Grade:h8|Dimension (d)  (mm):89.9|Dimension (D) (mm):109.0|Dimension (D1) (mm):155.4|Dimension (D2) (mm):171.7|Dimension (L) (mm):104.9|Dimension (L1) (mm):129.0|Screws Dim:2 x M20|Screws R  (mm):61.7|Screws N (mm):9.9|Screws Tt (Nm):38.99"
2785652,ETP-ER1-1/8,"Product Name:ETP Express Stainless Steel Keyless Shaft Bushings|Transmittable T  (Nm):290|Transmittable FA  (Nm):4,877|Transmittable FR (Nm):549|Polar Moment of Inertia (*10⁻³) (lb-in²):4.27|Weight (kg):0.35|Bore Tolerance Upper Limit  (mm):35.03|Bore Tolerance Lower Limit (mm):35.00|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):28.58|Shaft Tolerance Lower Limit  (mm):28.55|Shaft Tolerance Grade:h8|Dimension (d)  (mm):28.7|Dimension (D) (mm):35.1|Dimension (D1) (mm):63.5|Dimension (D2) (mm):70.1|Dimension (L) (mm):39.1|Dimension (L1) (mm):53.1|Dimension (r) (mm):28.4|Dimension (V) (deg):59.00|Screws Dim:M10|Screws R  (mm):23.1|Screws N (mm):5.1|Screws Tt (Nm):5.00"
2785660,ETP-ER3/4,"Product Name:ETP Express Stainless Steel Keyless Shaft Bushings|Transmittable T  (Nm):85|Transmittable FA  (Nm):2,225|Transmittable FR (Nm):305|Polar Moment of Inertia (*10⁻³) (lb-in²):1.42|Weight (kg):0.20|Bore Tolerance Upper Limit  (mm):23.01|Bore Tolerance Lower Limit (mm):23.01|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):19.05|Shaft Tolerance Lower Limit  (mm):19.02|Shaft Tolerance Grade:h8|Dimension (d)  (mm):19.0|Dimension (D) (mm):23.1|Dimension (D1) (mm):50.5|Dimension (D2) (mm):53.1|Dimension (L) (mm):27.9|Dimension (L1) (mm):41.9|Dimension (r) (mm):21.8|Dimension (V) (deg):55.00|Screws Dim:M10|Screws R  (mm):17.5|Screws N (mm):5.1|Screws Tt (Nm):5.00"
2785664,ETP-ER45,"Product Name:ETP Express Stainless Steel Keyless Shaft Bushings|Transmittable T  (Nm):1,401|Transmittable FA  (Nm):15,544|Transmittable FR (Nm):1,067|Polar Moment of Inertia (*10⁻³) (lb-in²):27.76|Weight (kg):1.05|Bore Tolerance Upper Limit  (mm):54.03|Bore Tolerance Lower Limit (mm):54.00|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):45.01|Shaft Tolerance Lower Limit  (mm):44.96|Shaft Tolerance Grade:h8|Dimension (d)  (mm):45.0|Dimension (D) (mm):54.1|Dimension (D1) (mm):93.0|Dimension (D2) (mm):100.3|Dimension (L) (mm):57.9|Dimension (L1) (mm):78.0|Dimension (r) (mm):41.1|Dimension (V) (deg):61.00|Screws Dim:M16|Screws R  (mm):34.8|Screws N (mm):7.9|Screws Tt (Nm):21.00"
2785668,ETP-ER7/8,"Product Name:ETP Express Stainless Steel Keyless Shaft Bushings|Transmittable T  (Nm):130|Transmittable FA  (Nm):2,926|Transmittable FR (Nm):305|Polar Moment of Inertia (*10⁻³) (lb-in²):2.37|Weight (kg):0.25|Bore Tolerance Upper Limit  (mm):27.03|Bore Tolerance Lower Limit (mm):27.00|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):22.22|Shaft Tolerance Lower Limit  (mm):22.20|Shaft Tolerance Grade:h8|Dimension (d)  (mm):22.4|Dimension (D) (mm):26.9|Dimension (D1) (mm):55.6|Dimension (D2) (mm):60.5|Dimension (L) (mm):32.0|Dimension (L1) (mm):46.0|Dimension (r) (mm):24.4|Dimension (V) (deg):57.00|Screws Dim:M10|Screws R  (mm):19.3|Screws N (mm):5.1|Screws Tt (Nm):5.00"
2785680,ETP-P25,"Product Name:ETP Power Keyless Shaft Bushings|Transmittable T  (Nm):300|Transmittable FA  (Nm):6,096|Transmittable FR (Nm):1,829|Polar Moment of Inertia (*10⁻³) (lb-in²):4.98|Weight (kg):0.38|Bore Tolerance Upper Limit  (mm):25.02|Bore Tolerance Lower Limit (mm):24.99|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):32.99|Shaft Tolerance Lower Limit  (mm):32.97|Shaft Tolerance Grade:h8|Dimension (d)  (mm):24.9|Dimension (D) (mm):33.0|Dimension (D1) (mm):67.1|Dimension (D2) (mm):71.9|Dimension (L) (mm):34.0|Dimension (L1) (mm):48.0|Screws Dim:M10|Screws R  (mm):23.1|Screws N (mm):5.1|Screws Tt (Nm):0.42|Bores 2xH suitable for MC6S screws (D3)  (mm):51|Bores 2xH suitable for MC6S screws Screw Dim:M6"
2785684,ETP-P35,"Product Name:ETP Power Keyless Shaft Bushings|Transmittable T  (Nm):900|Transmittable FA  (Nm):12,192|Transmittable FR (Nm):3,048|Polar Moment of Inertia (*10⁻³) (lb-in²):20.17|Weight (kg):0.88|Bore Tolerance Upper Limit  (mm):36.02|Bore Tolerance Lower Limit (mm):35.99|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):46.00|Shaft Tolerance Lower Limit  (mm):45.95|Shaft Tolerance Grade:h8|Dimension (d)  (mm):35.1|Dimension (D) (mm):46.0|Dimension (D1) (mm):87.9|Dimension (D2) (mm):94.0|Dimension (L) (mm):39.9|Dimension (L1) (mm):59.9|Screws Dim:M16|Screws R  (mm):32.5|Screws N (mm):7.9|Screws Tt (Nm):1.33|Bores 2xH suitable for MC6S screws (D3)  (mm):66|Bores 2xH suitable for MC6S screws Screw Dim:M8"
2785696,ETP-R45,"Product Name:ETP Classic Stainless Steel Keyless Shaft Bushings|Transmittable T  (Nm):1,100|Transmittable FA  (Nm):14,873|Transmittable FR (Nm):8,199|Polar Moment of Inertia (*10⁻³) (lb-in²):15.35|Weight (kg):0.74|Hub Bore Tolerance Upper Limit  (mm):59.03|Hub Bore Tolerance Lower Limit (mm):59.00|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):45.01|Shaft Tolerance Lower Limit  (mm):44.96|Shaft Tolerance Grade:h8|Dimension (d)  (mm):45.0|Dimension (D) (mm):58.9|Dimension (D1) (mm):77.0|Dimension (D2) (mm):66.5|Dimension (L) (mm):49.0|Dimension (L1) (mm):69.1|Dimension (L2) (mm):72.9|Screws No.:9|Screws Dim:M6|Screws Tt (Nm):7.86"
2785700,ETP-S25,"Product Name:ETP Classic Keyless Shaft Bushings|Transmittable T  (Nm):121|Transmittable FA  (Nm):3,048|Transmittable FR (Nm):3,231|Polar Moment of Inertia (*10⁻³) (lb-in²):1.59|Weight (kg):0.17|Hub Bore Tolerance Upper Limit  (mm):34.04|Hub Bore Tolerance Lower Limit (mm):34.01|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):24.99|Shaft Tolerance Lower Limit  (mm):24.94|Shaft Tolerance Grade:h9|Dimension (d)  (mm):24.9|Dimension (D) (mm):34.0|Dimension (D1) (mm):49.0|Dimension (L) (mm):15.0|Dimension (L1) (mm):29.0|Dimension (L2) (mm):34.0|Screws No.:4|Screws Dim:M5|Screws Tt (Nm):8.00"
2785704,ETP-S45,"Product Name:ETP Classic Keyless Shaft Bushings|Transmittable T  (Nm):700|Transmittable FA  (Nm):9,449|Transmittable FR (Nm):8,199|Polar Moment of Inertia (*10⁻³) (lb-in²):15.09|Weight (kg):0.57|Hub Bore Tolerance Upper Limit  (mm):59.03|Hub Bore Tolerance Lower Limit (mm):59.00|Hub Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):45.01|Shaft Tolerance Lower Limit  (mm):44.93|Shaft Tolerance Grade:h9|Dimension (d)  (mm):45.0|Dimension (D) (mm):58.9|Dimension (D1) (mm):77.0|Dimension (L) (mm):27.9|Dimension (L1) (mm):45.0|Dimension (L2) (mm):51.1|Screws No.:6|Screws Dim:M6|Screws Tt (Nm):13.02"
2785708,ETP-T1-1/2,"Product Name:ETP Techno Keyless Shaft Bushings|Transmittable T  (Nm):880|Transmittable FA  (Nm):10,973|Transmittable FR (Nm):1,524|Polar Moment of Inertia (*10⁻³) (lb-in²):26.1|Weight (kg):1.08|Bore Tolerance Upper Limit  (mm):50.01|Bore Tolerance Lower Limit (mm):50.01|Bore Tolerance Grade:H7|Shaft Tolerance Upper Limit  (mm):38.10|Shaft Tolerance Lower Limit  (mm):38.05|Shaft Tolerance Grade:h8|Dimension (d)  (mm):38.1|Dimension (D) (mm):50.0|Dimension (D1) (mm):89.9|Dimension (D2) (mm):93.0|Dimension (L) (mm):50.0|Dimension (L1) (mm):70.1|Screws Dim:M16|Screws R  (mm):32.5|Screws N (mm):7.9|Screws Tt (Nm):24.40"
