main_image,catalog_number,ids,additional_description,attributes,description
product_images/27/93473/Ue0XDpu.png,L 4035 162 2,2793473,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Light Cord Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's series L 4000 and L 5000 power and light cord reels offer many different styles of outlets and lamps. Easy to mount and structurally strong, the power cord and light cord reels have robotically welded heavy gauge steel frame that attaches to most structurally sound surfaces. For indoor, non-weather tight applications only. *UL/CSA approved*</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - The robotically welded steel base offers maximum strength and consistent quality.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Heavy duty collector ring - A robust collector ring assures maximum conductivity current flow.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                    </ul>",<table><tr><td><font><b>Part Number</b></font></td><td><font>L 4035 162 2</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>L4000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>25</font></td></tr><tr><td><font><b>Cord Ending</b></font></td><td><font>Fluorescent Light</font></td></tr><tr><td><font><b>AWG</b></font></td><td><font>16</font></td></tr><tr><td><font><b>Cord/Cable Length (ft)</b></font></td><td><font>35</font></td></tr><tr><td><font><b>Volts</b></font></td><td><font>125</font></td></tr><tr><td><font><b>Amps</b></font></td><td><font>0.3</font></td></tr><tr><td><font><b>Conductors</b></font></td><td><font>2</font></td></tr><tr><td><font><b>Cord/Cable Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Type</b></font></td><td><font>SJEOOW </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567002307</font></td></tr></table>,Reelcraft L 4035 162 2 Cord Reel Fluorescent Light 35ft 16 AWG/2 Cond .3 AMP
product_images/27/93477/2xTuvIq.png,L 5245 A 163 6X,2793477,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Light Cord Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's series L 4000 and L 5000 power and light cord reels offer many different styles of outlets and lamps. Easy to mount and structurally strong, the power cord and light cord reels have robotically welded heavy gauge steel frame that attaches to most structurally sound surfaces. For indoor, non-weather tight applications only. *UL/CSA approved*</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - The robotically welded steel base offers maximum strength and consistent quality.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Heavy duty collector ring - A robust collector ring assures maximum conductivity current flow.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                    </ul>",<table><tr><td><font><b>Part Number</b></font></td><td><font>L 5245 A 163 6X </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>L5000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>39</font></td></tr><tr><td><font><b>Cord Ending</b></font></td><td><font>Fluorescent Light</font></td></tr><tr><td><font><b>AWG</b></font></td><td><font>16</font></td></tr><tr><td><font><b>Cord/Cable Length (ft)</b></font></td><td><font>45</font></td></tr><tr><td><font><b>Volts</b></font></td><td><font>125</font></td></tr><tr><td><font><b>Amps</b></font></td><td><font>0.13</font></td></tr><tr><td><font><b>Conductors</b></font></td><td><font>3</font></td></tr><tr><td><font><b>Cord/Cable Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Type</b></font></td><td><font>SEOOW</font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567002338</font></td></tr></table>,Reelcraft L 5245 A 163 6X Cord Reel Fluorescent Light 45ft 16 AWG/3 Cond .3 AMP
product_images/27/93559/eV4OWPF.png,S3-260044,2793559,"<table>
		<tr>
			<td><font></font></td><td><font><b>High Pressure Grease Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>High pressure, chassis grease, 100 R2T two wire braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>",<table><tr><td><font><b>Part Number</b></font></td><td><font>S3-260044</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Grease</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>10.72 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>0.730 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>30</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>4800</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1/4 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/8 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr></table>,Reelcraft S3-260044 HOSE 100R2T 3/8 X 30FT 1/4 X 3/8 NPTF (M) 4800 PSI
product_images/27/93555/7soX1fx.png,S8-260044,2793555,"<table>
		<tr>
			<td><font></font></td><td><font><b>High Pressure Grease Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>High pressure, chassis grease, 100 R2T two wire braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>",<table><tr><td><font><b>Part Number</b></font></td><td><font>S8-260044</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Grease</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>10.2</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/4</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>0.580 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>40</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>5000</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1/4 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/8 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr></table>,Reelcraft S8-260044 HOSE 100R2T 1/4 X 40FT 1/4 X 3/8 NPTF (M) 5000 PSI
product_images/27/93535/KuotrrT.png,S16-260043,2793535,"<table>
		<tr>
			<td><font></font></td><td><font><b>Oil/Petroleum Fluid Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Medium pressure, oil/petroleum fluids, 100 R1T one wire braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>",<table><tr><td><font><b>Part Number</b></font></td><td><font>S16-260043</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Oil </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>7.1 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>0.710 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>30</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>2250</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/8 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/8 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr></table>,Reelcraft S16-260043 HOSE 100R1T 3/8X 30FT 3/8 X 3/8 NPTF (M) 2250 PSI
product_images/27/93563/eV4OWPF.png,S5-260044,2793563,"<table>
		<tr>
			<td><font></font></td><td><font><b>High Pressure Grease Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>High pressure, chassis grease, 100 R2T two wire braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>",<table><tr><td><font><b>Part Number</b></font></td><td><font>S5-260044</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Grease</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>19.2</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>0.730 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>4800</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1/4 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/8 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr></table>,Reelcraft S5-260044 HOSE 100R2T 3/8 X50FT 1/4 X 3/8 NPTF (M) 4800 PSI
product_images/27/93539/eV4OWPF.png,S5-260043,2793539,"<table>
		<tr>
			<td><font></font></td><td><font><b>Oil/Petroleum Fluid Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Medium pressure, oil/petroleum fluids, 100 R1T one wire braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>",<table><tr><td><font><b>Part Number</b></font></td><td><font>S5-260043</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Oil </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>10.4</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>0.710 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>2250</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/8 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1/2 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr></table>,Reelcraft S5-260043 HOSE 100R1T 3/8 X 50FT 3/8 X 1/2 NPTF (M) 2250 PSI
product_images/27/93543/eV4OWPF.png,S37-260043,2793543,"<table>
		<tr>
			<td><font></font></td><td><font><b>Oil/Petroleum Fluid Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Medium pressure, oil/petroleum fluids, 100 R1T one wire braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>",<table><tr><td><font><b>Part Number</b></font></td><td><font>S37-260043</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Oil </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>9 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>0.850 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>35</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>3250</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1/2 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1/2 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr></table>,Reelcraft S37-260043 HOSE 100R1T 1/2 X 35FT 1/2 X 1/2 NPTF (M) 3250 PSI
product_images/27/93551/7soX1fx.png,S6-260044,2793551,"<table>
		<tr>
			<td><font></font></td><td><font><b>High Pressure Grease Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>High pressure, chassis grease, 100 R2T two wire braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>",<table><tr><td><font><b>Part Number</b></font></td><td><font>S6-260044</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Grease</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>5.2 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/4</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>0.580 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>20</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>5000</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1/4 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1/4 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr></table>,Reelcraft S6-260044 HOSE 100R2T 1/4 X 20FT 1/4 X 1/4 NPTF (M) 5000 PSI
product_images/27/93527/KuotrrT.png,S13-260043,2793527,"<table>
		<tr>
			<td><font></font></td><td><font><b>Oil/Petroleum Fluid Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Medium pressure, oil/petroleum fluids, 100 R1T one wire braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>",<table><tr><td><font><b>Part Number</b></font></td><td><font>S13-260043</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Oil </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>3.2 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/4</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>0.530 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>20</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>2750</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1/4 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/8 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr></table>,Reelcraft S13-260043 HOSE 100R1T 1/4 X 20FT 1/4 X 3/8 NPTF (M) 2750 PSI
product_images/27/93547/KuotrrT.png,S24-260043,2793547,"<table>
		<tr>
			<td><font></font></td><td><font><b>Oil/Petroleum Fluid Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Medium pressure, oil/petroleum fluids, 100 R1T one wire braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>",<table><tr><td><font><b>Part Number</b></font></td><td><font>S24-260043</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Oil </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>22</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>0.850 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>75</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>3250</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1/2 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1/2 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr></table>,Reelcraft S24-260043 HOSE 100R1T 1/2 X 75FT 1/2 X 1/2 NPTF (M) 3250 PSI
product_images/22/08150/D8850_OMP_C2c0U25.jpg,D8650 OMP,2208150,"<div>\n        \n	\n		\n			 <h5>Ultimate Duty Spring Retractable Reel</h5>\n		\n			 The ultra duty aluminum cast base and arm of the Series D8000 and E8000 offers the highest rigidity among this class of hose reels. The guide arm is field-adjustable for floor, wall, ceiling, pit and truck mounting. The durable baked-on, powder-coat finish provides a high quality ultra-violet radiation (sunlight), weather and chip-resistant finish. *Series E8000 reels are for lubrication trucks.*\n		\n	\n\n        \n            <ul>\n                <li>Heavy Duty Cast Base and Guide Arm - The high tensile strength guide arm and base offers the ultimate resistance to shock and vibration insuring maximum strength and lightest possible weight.</li>\n                <li>Full Flow Stress Free Swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The hose is plumbed into the base to eliminate the risk of undue stress on the swivel.</li>\n                <li>Long Life Drive Spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li>\n                <li>Quality Finish and Corrosions Resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li>\n            </ul>\n            \n    </div><h5>Specifications</h5><div><table class=""description-table"">\n			<tr>\n				<th>Part Number</th><td>D8650 OMP                     </td>\n			</tr><tr>\n				<th>Series</th><td>8000           </td>\n			</tr><tr>\n				<th>Weight (lbs)</th><td>47        </td>\n			</tr><tr>\n				<th>Hose I.D. (in)</th><td>3/8""</td>\n			</tr><tr>\n				<th>Hose O.D. (in)</th><td>.690      </td>\n			</tr><tr>\n				<th>Hose Length (ft)</th><td>50</td>\n			</tr><tr>\n				<th>Pressure (psi)</th><td>2600</td>\n			</tr><tr>\n				<th>Outlet (in)</th><td>3/8 (M)NPTF</td>\n			</tr><tr>\n				<th>Inlet (in)</th><td>1/2 (F)NPTF</td>\n			</tr><tr>\n				<th>Hose Included</th><td>yes</td>\n			</tr><tr>\n				<th>Max Temperature (°F)</th><td>210       </td>\n			</tr><tr>\n				<th>Warehouse</th><td> </td>\n			</tr>\n		</table><table class=""description-table"">\n		<tr>\n			<th>A</th><td>21.125""</td>\n		</tr><tr>\n			<th>B</th><td>19""</td>\n		</tr><tr>\n			<th>C</th><td>7.875""</td>\n		</tr><tr>\n			<th>D</th><td>3.75""</td>\n		</tr><tr>\n			<th>E</th><td>9.25""</td>\n		</tr>\n	</table></div>","<table><tr><td><font><b>Part Number</b></font></td><td><font>D8650 OMP </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>8000 </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>47</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.690</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>2600</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>3/8 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567001423</font></td></tr></table>",ReelCraft D8650 OMP SERIES 8000 OPEN W/HOSE 3/8 X 50ft 2600psi
product_images/50/56301/Reelcraft_L_5550_123_7b.jpg,L 5550 123 7b,5056301,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Power Cord Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's series L 4000 and L 5000 power and light cord reels offer many different styles of outlets and lamps. Easy to mount and structurally strong, the power cord and light cord reels have robotically welded heavy gauge steel frame that attaches to most structurally sound surfaces. For indoor, non-weather tight applications only. *UL/CSA approved*</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - The robotically welded steel base offers maximum strength and consistent quality.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Heavy duty collector ring - A robust collector ring assures maximum conductivity current flow.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                    </ul>","""AWG""=>""12"", ""Amps""=>""20"", ""Volts""=>""125"", ""Conductors""=>""3"", ""Cord/Cable Length ""=>""50 FT"", ""Cord/Cable Included""=>""Yes""",REELCRAFT L 5550 123 7b Duplex Outlet Box without GFC
product_images/22/08006/SD14000_OVP.jpg,SD14005 OVP,2208006,"<div>\n        \n	\n		\n			 <h5>Ultimate Duty Low Profile Reel</h5>\n		\n			 Series SD10000 hose reels are designed to facilitate larger diameter 3/4"" and 1"" hose up to 50 ft. They feature a high quality external drive spring and a heavy gauge all-bolted together frame. This is the most compact reel in its class, making it ideal for mounting in truck cabinets or other areas where space is limited.\n		\n	\n\n        \n            <ul>\n                <li>Robust Roller Guides - High impact UHMW composite roller guides have outstanding wear and corrosion resistance.</li>\n                <li>Containerized external drive spring is easily and safely serviced.</li>\n                <li>Ductile iron fluid path is strong and reliable.</li>\n                <li>Oversized cast aluminum latch and ratchet combined with a stainless steel latch spring offer the longest possible life.</li>\n            </ul>\n            \n    </div><h5>Specifications</h5><div><table class=""description-table"">\n		<tr>\n			<th>Part Number</th><td>SD14005 OVP                   </td>\n		</tr><tr>\n			<th>Series</th><td>SD             </td>\n		</tr><tr>\n			<th>Weight (lbs)</th><td>92        </td>\n		</tr><tr>\n			<th>Hose I.D. (in)</th><td>1""</td>\n		</tr><tr>\n			<th>Hose O.D. (in)</th><td>1.496     </td>\n		</tr><tr>\n			<th>Hose Length (ft)</th><td>50</td>\n		</tr><tr>\n			<th>Pressure (psi)</th><td>0</td>\n		</tr><tr>\n			<th>Outlet (in)</th><td> </td>\n		</tr><tr>\n			<th>Inlet (in)</th><td>1 (F)NPTF</td>\n		</tr><tr>\n			<th>Hose Included</th><td>no</td>\n		</tr><tr>\n			<th>Max Temperature (°F)</th><td>210       </td>\n		</tr><tr>\n			<th>Warehouse</th><td> </td>\n		</tr>\n	</table><table class=""description-table"">\n		<tr>\n			<th>A</th><td>18.25""</td>\n		</tr><tr>\n			<th>B</th><td>19.125""</td>\n		</tr><tr>\n			<th>C</th><td>14""</td>\n		</tr><tr>\n			<th>D</th><td>13.25""</td>\n		</tr><tr>\n			<th>E</th><td>20.75""</td>\n		</tr><tr>\n			<th>F</th><td>10""</td>\n		</tr>\n	</table></div>","<table><tr><td><font><b>Part Number</b></font></td><td><font>SD14005 OVP </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>SD </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>92</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>1.496 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>250</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567008743</font></td></tr></table>",ReelCraft SD14005 OVP SERIES SD1000-LOW PROFILE W/OUT HOS 1in. x 50ft 250psi
product_images/27/93487/plOKjzY.png,S32-260043,2793487,"<table>
		<tr>
			<td><font></font></td><td><font><b>Oil/Petroleum Fluid Inlet Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Medium pressure, oil/petroleum fluids, 100 R1T one wire braid hose. NOTE: A flexible hose connection must be used between the hose reel inlet and the source of supply to prevent possible misalignment and binding or warranty is void. Swivel fittings are recommended to protect hose during installation.</font></td>
		</tr>
	</table>",<table><tr><td><font><b>Part Number</b></font></td><td><font>S32-260043</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Oil </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>1 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>0.710 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>2</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>2250</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/8 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/8 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr></table>,Reelcraft S32-260043 HOSE 100R1T 3/8 X 2FT 3/8 X 3/8 NPTF (M) 2250 PSI
