id,catalog_number,description,specifications
2003879,3VX1180,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>A raw edge, cogged construction further increases the effective power transmission of deep wedge V-belts. These cogged deep wedge UniMatch V-belts need no belt set matching.<br><br>Stock raw edge, cogged deep wedge V-belts are listed below.<br><br>Cogged deep wedge V-belts are specified by the section number-letter with an ""X"" to indicated cogged construction. The number following is the belt’s outside length in inches multiplied by 10.<br>For example : 5VX900.
        </div>",Top Width:3/8 in|Thickness:7/8 in|Approx. Weight:0.6 lb
2000174,CX89,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:89 in|Approx. Weight:1.81 lb
2000171,CX86,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:86 in|Approx. Weight:1.75 lb
2000170,CX85,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:85 in|Approx. Weight:1.72 lb
2000172,CX87,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:87 in|Approx. Weight:1.79 lb
2000175,CX90,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:90 in|Approx. Weight:1.81 lb
2000168,CX83,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:83 in|Approx. Weight:1.69 lb
2000173,CX88,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:88 in|Approx. Weight:1.79 lb
2000162,CX77,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:77 in|Approx. Weight:1.57 lb
2000163,CX78,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:78 in|Approx. Weight:1.59 lb
2000176,CX96,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:96 in|Approx. Weight:1.93 lb
2000165,CX80,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:80 in|Approx. Weight:1.63 lb
2000160,CX75,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:75 in|Approx. Weight:1.53 lb
2000161,CX76,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:76 in|Approx. Weight:1.55 lb
2000159,CX74,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:74 in|Approx. Weight:1.51 lb
2000164,CX79,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:79 in|Approx. Weight:1.61 lb
2000166,CX81,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:81 in|Approx. Weight:1.64 lb
2000156,CX68,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:68 in|Approx. Weight:1.39 lb
2000167,CX82,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:82 in|Approx. Weight:1.67 lb
2000157,CX71,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:71 in|Approx. Weight:1.45 lb
2000158,CX73,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:73 in|Approx. Weight:1.49 lb
2000150,CX270,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:270 in|Approx. Weight:4.85 lb
2000155,CX60,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:60 in|Approx. Weight:1.24 lb
2000169,CX84,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:84 in|Approx. Weight:1.71 lb
2000146,CX210,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:210 in|Approx. Weight:3.77 lb
2000145,CX195,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:195 in|Approx. Weight:3.55 lb
2000143,CX180,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:180 in|Approx. Weight:3.27 lb
2000148,CX240,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:240 in|Approx. Weight:4.30 lb
2000139,CX158,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:158 in|Approx. Weight:2.90 lb
2000153,CX51,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:51 in|Approx. Weight:1.07 lb
2000142,CX173,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:173 in|Approx. Weight:3.15 lb
2000149,CX255,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:255 in|Approx. Weight:4.58 lb
2000138,CX150,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:150 in|Approx. Weight:2.75 lb
2000144,CX190,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:190 in|Approx. Weight:3.46 lb
2000134,CX128,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:128 in|Approx. Weight:2.42 lb
2000140,CX162,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:162 in|Approx. Weight:2.95 lb
2000136,CX136,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:136 in|Approx. Weight:2.49 lb
2000137,CX144,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:144 in|Approx. Weight:2.63 lb
2000133,CX123,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:123 in|Approx. Weight:2.40 lb
2000129,CX109,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:109 in|Approx. Weight:2.18 lb
2000132,CX120,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:120 in|Approx. Weight:2.39 lb
2000131,CX115,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:115 in|Approx. Weight:2.29 lb
2000128,CX105,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:105 in|Approx. Weight:2.10 lb
2000135,CX133,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:133 in|Approx. Weight:2.47 lb
2000127,BX99,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:99 in|Approx. Weight:1.08 lb
2000123,BX95,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:95 in|Approx. Weight:1.03 lb
2000126,BX98,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:98 in|Approx. Weight:1.07 lb
2000124,BX96,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:96 in|Approx. Weight:1.05 lb
2000119,BX91,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:91 in|Approx. Weight:0.99 lb
2000130,CX112,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 4 inches equals outside length.
        </div>",Top Width:7/8 in|Thickness:17/32 in|Inside Length:112 in|Approx. Weight:2.24 lb
2000117,BX89,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:89 in|Approx. Weight:0.96 lb
2000125,BX97,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:97 in|Approx. Weight:1.06 lb
2000121,BX93,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:93 in|Approx. Weight:1.01 lb
2000116,BX88,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:88 in|Approx. Weight:0.95 lb
2000118,BX90,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:90 in|Approx. Weight:0.98 lb
2000113,BX85,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat resistant. Static dissipating.<br><br>RMA spec multiple V-belts in a raw edge, cogged construction are especially useful for high speed, compact drives. These belts all have the UniMatch feature.<br><br>Raw edge, cogged multiple V-belts are listed by industry number in which the first letter indicates belt section, the X is a cogged construction and the number is belt inside length in inches.<br><br>Inside length plus 3 inches equals outside length.
        </div>",Top Width:21/32 in|Thickness:13/32 in|Inside Length:85 in|Approx. Weight:0.93 lb
