id,catalog_number,description
39224,MCB56104,"Altra Master No.:30230788|UPC:781711476666|Inside Diameter:3.500000|Outside Diameter:6.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:107-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39228,MCB6888,"Altra Master No.:30230792|UPC:781711476703|Inside Diameter:4.250000|Outside Diameter:5.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:41-1/4|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39340,XFCA12,"Altra Master No.:30214535|UPC:781711080504|Material:Polyurethane|Use With Coupling:FC12|Product Family:FC Series Coupling Insert|Product Description:Coupling Insert, FC Series, Polyurethane|Weight:0.011"
39344,XFCA30,"Altra Master No.:30214539|UPC:781711080580|Material:Polyurethane|Use With Coupling:FC30|Product Family:FC Series Coupling Insert|Product Description:Coupling Insert, FC Series, Polyurethane|Weight:0.091"
39364,SP24,"UPC:781711509647|Outside Diameter:1.2500|Material:Glass Filled Teflon|Product Family:BOStonE|Assembly Types:30232906|Length:13.000000|Max PV Value:20,000|Max P Value:1,000|Max V Value (fpm):400|Product Description:Bearing, BOStonE F-1, solid bar, Glass Filled Teflon, 1-1/4"" OD|Weight:0.002|Product Note:BOStonE F-1 bearings may be green, white or any other color."
39360,SP8,"UPC:781711509609|Outside Diameter:0.5000|Material:Glass Filled Teflon|Product Family:BOStonE|Assembly Types:30232902|Length:13.000000|Max PV Value:20,000|Max P Value:1,000|Max V Value (fpm):400|Product Description:Bearing, BOStonE F-1, solid bar, Glass Filled Teflon, 1/2"" OD|Weight:0.221|Product Note:BOStonE F-1 bearings may be green, white or any other color."
39396,R1870GS,"UPC:781711575079|Inside Diameter:0.500000|Outside Diameter:1.8700|Material:Nylatron GS|Product Family:BOStonE|Assembly Types:30238107|Length:1.000000|Max PV Value:4,000|Max P Value:500|Max V Value (fpm):300|Product Description:Bearing, BOStonE, roller, Nylatron GS, 1/2"" ID|Weight:0.061|Product Note:BOStonE F-1 bearings may be green, white or any other color."
39384,R800GS,"UPC:781711574959|Inside Diameter:0.375000|Outside Diameter:0.8000|Material:Nylatron GS|Product Family:BOStonE|Assembly Types:30238095|Length:0.562500|Max PV Value:4,000|Max P Value:500|Max V Value (fpm):300|Product Description:Bearing, BOStonE, roller, Nylatron GS, 3/8"" ID|Weight:0.011|Product Note:BOStonE F-1 bearings may be green, white or any other color."
39388,R1120GS,"UPC:781711574997|Inside Diameter:0.500000|Outside Diameter:1.1200|Material:Nylatron GS|Product Family:BOStonE|Assembly Types:30238099|Length:0.625000|Max PV Value:4,000|Max P Value:500|Max V Value (fpm):300|Product Description:Bearing, BOStonE, roller, Nylatron GS, 1/2"" ID|Weight:0.011|Product Note:BOStonE F-1 bearings may be green, white or any other color."
39392,R1500GS,"UPC:781711575031|Inside Diameter:0.500000|Outside Diameter:1.5000|Material:Nylatron GS|Product Family:BOStonE|Assembly Types:30238103|Length:1.000000|Max PV Value:4,000|Max P Value:500|Max V Value (fpm):300|Product Description:Bearing, BOStonE, roller, Nylatron GS, 1/2"" ID|Weight:0.041|Product Note:BOStonE F-1 bearings may be green, white or any other color."
39400,R2370GS,"UPC:781711575116|Inside Diameter:0.500000|Outside Diameter:2.3700|Material:Nylatron GS|Product Family:BOStonE|Assembly Types:30238111|Length:1.000000|Max PV Value:4,000|Max P Value:500|Max V Value (fpm):300|Product Description:Bearing, BOStonE, roller, Nylatron GS, 1/2"" ID|Weight:0.081|Product Note:BOStonE F-1 bearings may be green, white or any other color."
39404,R3000GS,"UPC:781711575154|Inside Diameter:0.750000|Outside Diameter:3.0000|Material:Nylatron GS|Product Family:BOStonE|Assembly Types:30238115|Length:1.250000|Max PV Value:4,000|Max P Value:500|Max V Value (fpm):300|Product Description:Bearing, BOStonE, roller, Nylatron GS, 3/4"" ID|Weight:0.196|Product Note:BOStonE F-1 bearings may be green, white or any other color."
39572,ERT,"Horse Power:1/3|Voltage-Phase-Hz:115/230-1-60|Bore Code:B5|Product Family:AC Motors|Locked Rotor:2.75|Motor Type:AC Motor, TENV, C-Face|Full Load Eff %:65|Service Factor:1.15|Product Description:1/3 HP, 115/230-1-60, 56C, Less Base|Weight:29"
39555,DR,"Horse Power:1/4|Voltage-Phase-Hz:115/230-1-60|Bore Code:B5|Product Family:AC Motors|Locked Rotor:3.15|Motor Type:AC Motor, ODP, C-Face|Full Load Eff %:56|Service Factor:1.35|Product Description:1/4 HP, 115/230-1-60, 56C, Less Base|Weight:16"
39559,GR,"Horse Power:3/4|Voltage-Phase-Hz:115/230-1-60|Bore Code:B5|NEMA Mounting:56C|Product Family:AC Motors|Locked Rotor:7.31|Motor Type:AC Motor, ODP, C-Face|Full Load Eff %:67|Service Factor:1.25|Product Description:3/4 HP, 115/230-1-60, 56C, Less Base|Weight:26"
39584,EUTF,"Horse Power:1/3|Voltage-Phase-Hz:230/460-3-60|Bore Code:B5|Product Family:AC Motors|Locked Rotor:2.62|Motor Type:AC Motor, TEFC, C-Face|Full Load Eff %:72|Service Factor:1.15|Product Description:1/3 HP, 230/460-3-60, 56C , Less Base|Weight:20"
39568,LU,"Horse Power:3|Voltage-Phase-Hz:230/460-3-60|Bore Code:B9|NEMA Mounting:182TC/184TC|Product Family:AC Motors|Locked Rotor:26.28|Motor Type:AC Motor, ODP, C-Face|Full Load Eff %:84|Service Factor:1.15|Product Description:3 HP, 230/460-3-60, 182TC, Less Base|Weight:65"
39580,JRTF,"Horse Power:1-1/2|Voltage-Phase-Hz:115/230-1-60|Bore Code:B7|NEMA Mounting:143TC/145TC|Product Family:AC Motors|Locked Rotor:12.83|Motor Type:AC Motor, TEFC, C-Face|Full Load Eff %:79|Service Factor:1.00|Product Description:1-1/2 HP, 115/230-1-60, 145TC , Less Base|Weight:47"
39596,MUTF,"Horse Power:5|Voltage-Phase-Hz:230/460-3-60|Bore Code:B9|NEMA Mounting:182TC/184TC|Product Family:AC Motors|Locked Rotor:45.00|Motor Type:AC Motor, TEFC, C-Face|Full Load Eff %:86|Service Factor:1.15|Product Description:5 HP, 230/460-3-60, 184TC , Less Base|Weight:84"
39600,GYTF,"Horse Power:3/4|Voltage-Phase-Hz:575-3-60|Bore Code:B5|NEMA Mounting:56C|Product Family:AC Motors|Locked Rotor:9.75|Motor Type:AC Motor, TEFC, C-Face|Full Load Eff %:75|Service Factor:1.15|Product Description:3/4 HP, 575-3-60, 56C , Less Base|Weight:26"
39588,GUTF,"Altra Master No.:30240717|UPC:781711639795|Horse Power:3/4|Voltage-Phase-Hz:230/460-3-60|Bore Code:B5|NEMA Mounting:56C|Product Family:AC Motors|Locked Rotor:6.68|Motor Type:AC Motor, TEFC, C-Face|Full Load Eff %:75|Service Factor:1.15|Product Description:3/4 HP, 230/460-3-60, 56C , Less Base|Weight:26"
39592,JUTF,"Horse Power:1-1/2|Voltage-Phase-Hz:230/460-3-60|Bore Code:B7|NEMA Mounting:143TC/145TC|Product Family:AC Motors|Locked Rotor:13.28|Motor Type:AC Motor, TEFC, C-Face|Full Load Eff %:80|Service Factor:1.15|Product Description:1-1/2 HP, 230/460-3-60, 145TC , Less Base|Weight:37"
39604,LYTF,"Horse Power:3|Voltage-Phase-Hz:575-3-60|Bore Code:B9|NEMA Mounting:182TC/184TC|Product Family:AC Motors|Locked Rotor:27.00|Motor Type:AC Motor, TEFC, C-Face|Full Load Eff %:84|Service Factor:1.15|Product Description:3 HP, 575-3-60, 182TC , Less Base|Weight:60"
42158,RA631,"Altra Master No.:30231961|UPC:781711494189|Shaft Arrangement:3-Way Shaft|Ratio:1:1|Output RPM @1750:1,750.0|Product Family:Right 90 Series (Spiral Bevel)|Pre-Lubricated:Yes|Product Description:Right-90 Spiral Bevel Gear Drive, 1:1 Ratio, 3-Way Shaft|Recommended Lubrication:Klubersynth UH1 6-460|Weight:1.331|Torque Rating:12|Output HP(Class I):0.3|Size:RA6|Shaft Diameter:0.375000"
42166,RA1531,"Altra Master No.:30231969|UPC:781711494264|Shaft Arrangement:3-Way Shaft|Ratio:1:1|Output RPM @1750:1,750.0|Product Family:Right 90 Series (Spiral Bevel)|Pre-Lubricated:Yes|Product Description:Right-90 Spiral Bevel Gear Drive, 1:1 Ratio, 3-Way Shaft|Recommended Lubrication:Klubersynth UH1 6-460|Weight:9.271|Torque Rating:125|Output HP(Class I):3.5|Size:RA15|Shaft Diameter:0.750000"
42162,RA1031,"Altra Master No.:30231965|UPC:781711494226|Shaft Arrangement:3-Way Shaft|Ratio:1:1|Output RPM @1750:1,750.0|Product Family:Right 90 Series (Spiral Bevel)|Pre-Lubricated:Yes|Product Description:Right-90 Spiral Bevel Gear Drive, 1:1 Ratio, 3-Way Shaft|Recommended Lubrication:Klubersynth UH1 6-460|Weight:3.751|Torque Rating:54|Output HP(Class I):1.5|Size:RA10|Shaft Diameter:0.625000"
1616217,5370-271-201,Family Name:Packaged NEMA C-faced|Unit Of Measure:English|Torque:16|Model:UM-50-1040 Gen2|Old Gen1 Part Number:5370-271-004|Friction Faces:Standard|Series:UM|Series Name:UniModule|Module Size:50|NEMA Frame:56C/48Y|Function:Motor Clutch/Output Clutch|Voltage (DC):6|Housing:Open|Input/Output:Hollow Bore/Shaft|Optional Cover Kit (accessories):5370-101-076
399773,RIZ35,"Product Series:RIZ|Family Name:RIZ|Max. Inner Race RPM:8,500|Bore:1.380|Max Driving Speed:320|Sprag Lift-off Speed:740|Keyway in Bore:per DIN6885.1|Lubrication Type:Grease|Shipping Weight:7.050|Torque Capacity:406|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting.|Product Mounting Addtl:See our Accessories section for convenient mounting options.|Ordering Part Number(s):RIZ35"
399915,GFR150,Product Series:GFR|Max. Inner Race RPM:200|Max. Outer Race RPM:980|Bore:5.910|Keyway in Bore:per DIN 6885.1|Lubrication Type:Oil|Shipping Weight:304.240|Torque Capacity:51660|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting.|Product Mounting Addtl:See our Accessories section for convenient mounting options.|Ordering Part Number(s):GFR150
402285,AS80,Part Number(s):AS80|Product Series:AS|Family Name:External Bearing Required Designs|Max. Inner Race RPM:600|Max. Outer Race RPM:900|Bore:3.150|Keyway:DIN6885.3|Resistance After Run In:51.33|Lubrication Type:Oil|Shipping Weight:3.110|Torque Capacity:785|Runout Requirements:Check the Runout Requirements for this unit as listed on the Dimensions Sheet before making your final selection.|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting.
402336,ASNU80,Part Number(s):ASNU80|Product Series:ASNU|Family Name:External Bearing Required Designs|Max. Inner Race RPM:550|Max. Outer Race RPM:850|Bore:3.150|Keyway:DIN6885.3|Resistance After Run In:159.3|Lubrication Type:Oil|Shipping Weight:13.430|Torque Capacity:2417|Runout Requirements:Check the Runout Requirements for this unit as listed on the Dimensions Sheet before making your final selection.|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting.
403713,GFR15,"Product Series:GFR|Max. Inner Race RPM:3,600|Max. Outer Race RPM:6,500|Bore:0.590|Keyway in Bore:per DIN 6885.1|Lubrication Type:Oil|Shipping Weight:1.760|Torque Capacity:92|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting.|Product Mounting Addtl:See our Accessories section for convenient mounting options.|Ordering Part Number(s):GFR15"
400362,GFR12,"Product Series:GFR|Max. Inner Race RPM:4,000|Max. Outer Race RPM:7,200|Bore:0.470|Keyway in Bore:per DIN 6885.1|Lubrication Type:Oil|Shipping Weight:1.100|Torque Capacity:41|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting.|Product Mounting Addtl:See our Accessories section for convenient mounting options.|Ordering Part Number(s):GFR12"
401790,5371-273-031,"UPC:786582065919|Family Name:Packaged NEMA C-faced|Unit Of Measure:English|Torque:95|Model:EUM-210-2030|Friction Faces:Standard|Series:EUM|Series Name:Enclosed UniModule|Module Size:210|NEMA Frame:213C/182TC, 215C/184TC|Function:Input Clutch/Brake|Voltage (DC):90|Housing:Enclosed|Input/Output:Shaft/Shaft"
402296,ASNU15,"Part Number(s):ASNU15|Product Series:ASNU|Family Name:External Bearing Required Designs|Max. Inner Race RPM:2,400|Max. Outer Race RPM:3,600|Bore:0.590|Keyway:DIN6885.3|Resistance After Run In:1.68|Lubrication Type:Oil|Shipping Weight:0.240|Torque Capacity:22|Runout Requirements:Check the Runout Requirements for this unit as listed on the Dimensions Sheet before making your final selection.|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting."
402367,AL100,"Product Series:AL|Max. Inner Race RPM:350|Max. Outer Race RPM:1,450|Bore:3.940|Keyway in Bore:per DIN 6885.1|Resistance After Run In:734.55|Lubrication Type:Oil|Shipping Weight:93.700|Torque Capacity:14760|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting.|Product Mounting Addtl:See our Accessories section for convenient mounting options.|Ordering Part Number(s):AL100"
403712,GFR90,"Product Series:GFR|Max. Inner Race RPM:450|Max. Outer Race RPM:1,700|Bore:3.540|Keyway in Bore:per DIN 6885.1|Lubrication Type:Oil|Shipping Weight:62.830|Torque Capacity:10701|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting.|Product Mounting Addtl:See our Accessories section for convenient mounting options.|Ordering Part Number(s):GFR90"
403551,AL70,"Product Series:AL|Max. Inner Race RPM:550|Max. Outer Race RPM:2,150|Bore:2.760|Keyway in Bore:per DIN 6885.1|Resistance After Run In:283.20|Lubrication Type:Oil|Shipping Weight:29.760|Torque Capacity:4244|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting.|Product Mounting Addtl:See our Accessories section for convenient mounting options.|Ordering Part Number(s):AL70"
404988,6910-448-017,UPC:786582105264|Family Name:Tension Systems|Unit Of Measure:English|Type:Analog Tension Control and Power Supply|Model:MCS-204|Product Image Note:Image shown with wall shelf housing - purchased separately.|Description 2:Manual Analog Control
38405,GP1018,"Altra Master No.:30235651|UPC:781711541067|Ratio:20:1|Diametrical Pitch:48|Center Distance:0.666|Material:Acetal|Mating Worm (Hard):48 DP, Single Thread|Hub Diameter:0.340|Bore Size:0.187|Product Family:Worm Gears|O/P Rating:Not Rated|Product Description:Worm Gear, 48 DP, 14.5 PA, 20 Teeth, RH, Acetal|Weight:0.011"
38413,GP1034,"Altra Master No.:30235660|UPC:781711541142|Ratio:20:1|Diametrical Pitch:24|Center Distance:0.666|Material:Minlon|Mating Worm (Hard):24 DP, Single Thread|Hub Diameter:0.630|Bore Size:0.187|Product Family:Worm Gears|O/P Rating:Not Rated|Product Description:Worm Gear, 24 DP, 14.5 PA, 20 Teeth, RH, Minlon|Weight:0.011"
32157,J37,"Altra Master No.:30214719|UPC:781711084007|Overall Length:1.750000|Material:Alloy Steel|Hub Diameter:0.375000|Product Family:J/JS Series Universal Joints|Product Description:Universal Joint, J/Series, Pin & Block Type, Alloy Steel|Weight:0.061|Bore Length:Solid|Bore Diameter (both ends):Solid|Bore Diameter (both ends):Solid"
32161,J87,"Altra Master No.:30214723|UPC:781711084083|Overall Length:3.000000|Material:Alloy Steel|Hub Diameter:0.875000|Product Family:J/JS Series Universal Joints|Product Description:Universal Joint, J/Series, Pin & Block Type, Alloy Steel|Weight:0.571|Bore Length:Solid|Bore Diameter (both ends):Solid|Bore Diameter (both ends):Solid"
32165,J175,"Altra Master No.:30214727|UPC:781711084168|Overall Length:5.000000|Material:Alloy Steel|Hub Diameter:1.750000|Product Family:J/JS Series Universal Joints|Product Description:Universal Joint, J/Series, Pin & Block Type, Alloy Steel|Weight:2.901|Bore Length:Solid|Bore Diameter (both ends):Solid|Bore Diameter (both ends):Solid"
32173,J75B,"Altra Master No.:30214735|UPC:781711084328|Overall Length:2.687500|Material:Alloy Steel|Hub Diameter:0.750000|Product Family:J/JS Series Universal Joints|Product Description:Universal Joint, J/Series, Pin & Block Type, Alloy Steel|Weight:0.251|Bore Length:61/64""|Bore Diameter (both ends):3/8""|Bore Diameter (both ends):3/8 (in)"
32189,JS125,"Altra Master No.:30214751|UPC:781711084649|Overall Length:3.750000|Material:Stainless Steel|Hub Diameter:1.250000|Product Family:J/JS Series Universal Joints|Product Description:Universal Joint, JS/Series, Pin & Block Type, Stainless Steel|Weight:1.101|Bore Length:Solid|Bore Diameter (both ends):Solid|Bore Diameter (both ends):Solid"
32193,JS37B,"Altra Master No.:30214755|UPC:781711084724|Overall Length:1.750000|Material:Stainless Steel|Hub Diameter:0.375000|Product Family:J/JS Series Universal Joints|Product Description:Universal Joint, JS/Series, Pin & Block Type, Stainless Steel|Weight:0.051|Bore Length:43/64""|Bore Diameter (both ends):3/16""|Bore Diameter (both ends):3/16 (in)"
32177,J150B,"Altra Master No.:30214739|UPC:781711084403|Overall Length:4.250000|Material:Alloy Steel|Hub Diameter:1.500000|Product Family:J/JS Series Universal Joints|Product Description:Universal Joint, J/Series, Pin & Block Type, Alloy Steel|Weight:1.521|Bore Length:1-11/32""|Bore Diameter (both ends):3/4""|Bore Diameter (both ends):3/4 (in)"
32169,J400,"Altra Master No.:30214731|UPC:781711084243|Overall Length:10.625000|Material:Alloy Steel|Hub Diameter:4.000000|Product Family:J/JS Series Universal Joints|Product Description:Universal Joint, J/Series, Pin & Block Type, Alloy Steel|Weight:32.401|Bore Length:Solid|Bore Diameter (both ends):Solid|Bore Diameter (both ends):Solid"
38988,MCB4880,"Altra Master No.:30225837|UPC:781711333761|Inside Diameter:3.000000|Outside Diameter:5.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:52|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38984,MCB4864,"Altra Master No.:30225833|UPC:781711333686|Inside Diameter:3.000000|Outside Diameter:4.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:24-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38948,MCB3240,"Altra Master No.:30225781|UPC:781711332566|Inside Diameter:2.000000|Outside Diameter:2.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:8-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
399638,GFR20,"Product Series:GFR|Max. Inner Race RPM:2,700|Max. Outer Race RPM:5,600|Bore:0.790|Keyway in Bore:per DIN 6885.1|Lubrication Type:Oil|Shipping Weight:2.200|Torque Capacity:134|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting.|Product Mounting Addtl:See our Accessories section for convenient mounting options.|Ordering Part Number(s):GFR20"
399924,5371-273-033,"UPC:786582572554|Family Name:Packaged NEMA C-faced|Unit Of Measure:English|Torque:95|Model:EUM-210-2030|Friction Faces:Standard|Series:EUM|Series Name:Enclosed UniModule|Module Size:210|NEMA Frame:213C/182TC, 215C/184TC|Function:Input Clutch/Brake|Voltage (DC):24|Housing:Enclosed|Input/Output:Shaft/Shaft"
399198,DC8334C,"Product Series:DC|Annular Space:0.33|Max. Inner Race RPM:2,300|Max. Outer Race RPM:1,100|Inner Race Outer Diameter:3.281|Max. Inner Race Inner Diameter:2.17|Min. Axial Length:1.00|Min. Outer Race Outer Dimaeter:5.20|Outer Race Inner Diameter:3.937|Lubrication Type:Oil|Shipping Weight:0.600|Torque Capacity:1517|Runout Requirements:Check the Runout Requirements for this unit as listed on the Dimensions Sheet before making your final selection.|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:See our Accessories section for convenient mounting options.|Ordering Part Number(s):DC8334C"
399980,RIZ90,"Product Series:RIZ|Family Name:RIZ|Max. Inner Race RPM:3,000|Bore:3.540|Max Driving Speed:180|Sprag Lift-off Speed:420|Keyway in Bore:per DIN6885.1|Lubrication Type:Grease|Shipping Weight:65.040|Torque Capacity:4132|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting.|Product Mounting Addtl:See our Accessories section for convenient mounting options.|Ordering Part Number(s):RIZ90"
400037,AL40,"Product Series:AL|Max. Inner Race RPM:1,150|Max. Outer Race RPM:3,400|Bore:1.570|Keyway in Bore:per DIN 6885.1|Resistance After Run In:63.72|Lubrication Type:Oil|Shipping Weight:10.140|Torque Capacity:756|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting.|Product Mounting Addtl:See our Accessories section for convenient mounting options.|Ordering Part Number(s):AL40"
401012,ASNU60,"Part Number(s):ASNU60|Product Series:ASNU|Family Name:External Bearing Required Designs|Max. Inner Race RPM:750|Max. Outer Race RPM:1,050|Bore:2.360|Keyway:DIN6885.3|Resistance After Run In:97.35|Lubrication Type:Oil|Shipping Weight:6.110|Torque Capacity:1347|Runout Requirements:Check the Runout Requirements for this unit as listed on the Dimensions Sheet before making your final selection.|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting."
401428,DC6334B,"Product Series:DC|Annular Space:0.33|Max. Inner Race RPM:3,000|Max. Outer Race RPM:1,500|Inner Race Outer Diameter:2.494|Max. Inner Race Inner Diameter:1.65|Min. Axial Length:0.83|Min. Outer Race Outer Dimaeter:4.09|Outer Race Inner Diameter:3.150|Lubrication Type:Oil|Shipping Weight:0.390|Torque Capacity:595|Runout Requirements:Check the Runout Requirements for this unit as listed on the Dimensions Sheet before making your final selection.|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:See our Accessories section for convenient mounting options.|Ordering Part Number(s):DC6334B"
401746,5371-273-004,"UPC:786582065773|Family Name:Packaged NEMA C-faced|Unit Of Measure:English|Torque:95|Model:UM-210-1020|Friction Faces:Standard|Series:UM|Series Name:UniModule|Module Size:210|NEMA Frame:213C/182TC, 215C/184TC |Function:Motor Clutch/Brake|Voltage (DC):24|Housing:Open|Input/Output:Hollow Bore/Shaft"
402254,ASK60,"Part Number(s):ASK60|Product Series:ASK|Bearing Series:6,012|Max. Inner Race RPM:1,400|Max. Outer Race RPM:2,500|Bore:2.360|Keyway in Bore:None|Keyway on Outer Race:None|Resistance After Run In:22.13|Lubrication Type:Grease|Roller Bearing Rating Dynamic:5,692.50|Roller Bearing Rating Static:7,897.50|Shipping Weight:1.100|Torque Capacity:185|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting."
402288,AS6,"Part Number(s):AS6|Product Series:AS|Family Name:External Bearing Required Designs|Max. Inner Race RPM:5,000|Max. Outer Race RPM:7,500|Bore:0.240|Keyway:None|Resistance After Run In:0.16|Lubrication Type:Oil|Shipping Weight:0.020|Torque Capacity:1.5|Runout Requirements:Check the Runout Requirements for this unit as listed on the Dimensions Sheet before making your final selection.|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting."
402307,AS45,"Part Number(s):AS45|Product Series:AS|Family Name:External Bearing Required Designs|Max. Inner Race RPM:1,000|Max. Outer Race RPM:1,600|Bore:1.770|Keyway:DIN6885.3|Resistance After Run In:9.74|Lubrication Type:Oil|Shipping Weight:0.970|Torque Capacity:161|Runout Requirements:Check the Runout Requirements for this unit as listed on the Dimensions Sheet before making your final selection.|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting."
402331,ASNU45,"Part Number(s):ASNU45|Product Series:ASNU|Family Name:External Bearing Required Designs|Max. Inner Race RPM:1,000|Max. Outer Race RPM:1,600|Bore:1.770|Keyway:DIN6885.3|Resistance After Run In:38.06|Lubrication Type:Oil|Shipping Weight:2.890|Torque Capacity:576|Runout Requirements:Check the Runout Requirements for this unit as listed on the Dimensions Sheet before making your final selection.|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting."
402373,AL15,"Product Series:AL|Max. Inner Race RPM:3,600|Max. Outer Race RPM:6,500|Bore:0.590|Keyway in Bore:per DIN 6885.1|Resistance After Run In:3.63|Lubrication Type:Oil|Shipping Weight:1.760|Torque Capacity:92|Indexing Application Caution:Formsprag Clutch recommends the use of our HPI series for indexing rates in excess of 150 strokes per minute or indexing angles in excess of 90 degrees.|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting.|Product Mounting Addtl:See our Accessories section for convenient mounting options.|Ordering Part Number(s):AL15"
403483,5231-273-002,"UPC:786582054173|Family Name:Packaged Shaft & Foot Mounted|Unit Of Measure:English|Model:EP-825|Series:EP|Function:Clutch / Brake|Voltage (DC):90|Mounting:Foot|Bore / Shaft Size:1.125 (in)|Keyway:.25"" sq. Key|Static Torque Clutch:125 (ft-lb)|Static Torque Brake (ft-lb):125 (ft-lb)|Max. RPM:3,600"
403717,RIZ30,"Product Series:RIZ|Family Name:RIZ|Max. Inner Race RPM:9,000|Bore:1.180|Max Driving Speed:350|Sprag Lift-off Speed:780|Keyway in Bore:per DIN6885.1|Lubrication Type:Grease|Shipping Weight:5.070|Torque Capacity:276|Product Mounting:Contact Formsprag Clutch Application Engineering for Vertical Mounting.|Product Mounting Addtl:See our Accessories section for convenient mounting options.|Ordering Part Number(s):RIZ30"
