ids,catalog_number,description,image,brochure,product_specs,additional_description
2985452,5VX710MS,Carlisle 5VX710MS Power-Wedge Cog-Belt,http://www.carlislebelts.com/cms_uploads/Metric_Power_Wedge_Cog_Belt.jpg,http://www.carlislebelts.com/cms_files/original/10901_Carlisle_PowerWedgeCogBelt_SellSheet_06071611.pdf,http://www.carlislebelts.com/cms_files/original/Metric_Power_Wedge_Cog_Belt_specs.pdf,"<div><p><em>More Grip. Less Slip</em>. The Metric Power-Wedge Cog-Belt combines the advantages of the narrow wedge design with raw edge performance for maximum operating efficiency in a compact drive package. The narrow profile permits reduced drive widths and a smaller drive envelope. Higher horsepower ratings translate into greater design flexibility — reducing drive cost, space and weight.</p><p>The Power-Wedge Cog-Belt is now made of EPDM (Ethylene Propylene Diene Monomer), a synthetic rubber with outstanding properties. The raw-edge construction contributes to outstanding operating efficiency. More torque with little or no slippage. The result is savings — in time, in belt life and in energy costs.</p><p><strong>Features/Advantages</strong></p><ul><li><p>High horsepower ratings</p></li><li><p>Design flexibility</p></li><li><p>Longer belt life</p></li><li><p>Durable                                                                         </p></li><li><p>Oil and heat resistant</p></li><li><p>Static conductive</p></li><li><p>Resists hardening and glazing</p></li><li><p>Broad operating temperature range (-50°F to +250°F)</p></li><li><p>Smoother running</p></li><li><p>Energy efficient</p></li><li></li><li><p>Built to Chek Mate belt tolerances for a matched set</p></li></ul><p><strong>Applications</strong></p><ul><li>Drives that require metric cross sections on industrial machinery, fans, pumps, and more</li></ul><p><strong>Sizes</strong></p><ul><li><p>Available in SPZX, SPAX, SPBX, and SPCX cross sections from 643mm to 5092mm. Also available in 3VX, 5VX, and 8VX imperial sizes. Where applicable, belts are dual branded with imperial and metric part numbers.</p></li></ul><p></p><p> <img width=""402"" height=""80"" src=""/cms_files/original/Metric_Power_Wedge_Cog_Belt_cross_x.png""></p><ul></ul></div>"
2986211,8MXT-4000-36,Carlisle 8MXT-4000-36 Panther XT Synchronous Belt,http://www.carlislebelts.com/cms_uploads/PowerMiser11.jpg,http://www.carlislebelts.com/cms_files/original/10972_Carlisle_PowerMiser_SellSheet_0303171.pdf,http://www.carlislebelts.com/cms_files/original/Carlisle_Tools_catalog_pages1.pdf,"<div><p>PowerMiser™ is a <span>powerful, but simple web based application for desktop and mobile use that</span><span> identifies estimated </span><span>annual energy costs, savings and payback that can be realized by upgrading </span><span>to Carlisle belts by Timken.</span></p><p><span>Open PowerMiser</a></span></p><p><strong>Reduce Downtime and Save</strong></p><p>With the energy efficient Gold-Ribbon, Power-Wedge, Super II, and Durapower II v-belts or Panther and Panther XT synchronous belts, you’ll gain improved system wide performance. Although initial cost may be slightly higher than ordinary belts, payback is significant - and begins immediately! Use PowerMiser to calculate the savings. For superior performance and energy savings you can count on Carlisle belts by Timken.</p><p>NOTE: PowerMiser is a free web application and is not available from the App store.</p><p><strong> </strong></p></div>"
2023298,4430V790,Carlisle 4430V790 Variable Speed,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/23298/Carlisle-variable-speed-belt.gif,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Variable_Speed_Cog_Belt_specs1.pdf,"<div><p>Timken Belts is a leader in variable speed belt technology. For use with industrial variable speed pulleys to gain a wide range of driven speeds. Raw edge sidewalls improve gripping action. Unitized belt bonding and specially formulated rubber compounds provide superior resistance to aging caused by wear, oil, heat, and harmful environmental factors. The Variable Speed Cog-Belt has been engineered to the same high standards that Timken Belts uses to produce belts for original equipment manufacturers (OEMs).</p><p><strong>Features/Advantages</strong></p><ul><li><p>Smooth running</p></li><li><p>Oil and heat resistant</p></li><li><p>Long belt life</p></li><li><p>Wide selection of sizes</p></li><li><p>Static dissipating</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Industrial variable speed drives</p></li><li><p>For snowmobile and ATV variable speed belts click here</a></p></li></ul><p><strong>Sizes</strong></p><ul><li>A wide selection of cross sections, top widths and lengths<br><br></li></ul><p></p></div>"
2984468,A81MS,Carlisle A81MS Super II V-Belt,http://www.carlislebelts.com/cms_uploads/Super_II_V_Belt1.jpg,http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>"
2985511,SPAX1360MS,Carlisle SPAX1360MS Power-Wedge Cog-Belt,http://www.carlislebelts.com/cms_uploads/Metric_Power_Wedge_Cog_Belt.jpg,http://www.carlislebelts.com/cms_files/original/10901_Carlisle_PowerWedgeCogBelt_SellSheet_06071611.pdf,http://www.carlislebelts.com/cms_files/original/Metric_Power_Wedge_Cog_Belt_specs.pdf,"<div><p><em>More Grip. Less Slip</em>. The Metric Power-Wedge Cog-Belt combines the advantages of the narrow wedge design with raw edge performance for maximum operating efficiency in a compact drive package. The narrow profile permits reduced drive widths and a smaller drive envelope. Higher horsepower ratings translate into greater design flexibility — reducing drive cost, space and weight.</p><p>The Power-Wedge Cog-Belt is now made of EPDM (Ethylene Propylene Diene Monomer), a synthetic rubber with outstanding properties. The raw-edge construction contributes to outstanding operating efficiency. More torque with little or no slippage. The result is savings — in time, in belt life and in energy costs.</p><p><strong>Features/Advantages</strong></p><ul><li><p>High horsepower ratings</p></li><li><p>Design flexibility</p></li><li><p>Longer belt life</p></li><li><p>Durable                                                                         </p></li><li><p>Oil and heat resistant</p></li><li><p>Static conductive</p></li><li><p>Resists hardening and glazing</p></li><li><p>Broad operating temperature range (-50°F to +250°F)</p></li><li><p>Smoother running</p></li><li><p>Energy efficient</p></li><li></li><li><p>Built to Chek Mate belt tolerances for a matched set</p></li></ul><p><strong>Applications</strong></p><ul><li>Drives that require metric cross sections on industrial machinery, fans, pumps, and more</li></ul><p><strong>Sizes</strong></p><ul><li><p>Available in SPZX, SPAX, SPBX, and SPCX cross sections from 643mm to 5092mm. Also available in 3VX, 5VX, and 8VX imperial sizes. Where applicable, belts are dual branded with imperial and metric part numbers.</p></li></ul><p></p><p> <img width=""402"" height=""80"" src=""/cms_files/original/Metric_Power_Wedge_Cog_Belt_cross_x.png""></p><ul></ul></div>"
2017533,B97,Carlisle B97 Super Ii V-Belt,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17533/carlisle_vbelt.jpg,http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>"
2017529,B93,Carlisle B93 Super Ii V-Belt,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17529/carlisle_vbelt.jpg,http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,<table class='description-table'><caption>Replaces:</caption><tr><th>ALLEN'S AUTO PARTS</th><td>GATB93</td></tr><tr><th>BOSTWICK-BRAUN</th><td>743992</td></tr><tr><th>DAYCO</th><td>BP93</td></tr><tr><th>INGERSOLL-RAND</th><td>95100194</td></tr><tr><th>LONG</th><td>723049</td></tr><tr><th>ORGILL</th><td>884-2031</td></tr><tr><th>ORGILL</th><td>8842031</td></tr><tr><th>RYAN</th><td>827183</td></tr><tr><th>SIMPLICITY</th><td>2027624</td></tr><tr><th>TSC CANADA</th><td>62193</td></tr></table>
2017527,B91,Carlisle B91 Super Ii V-Belt,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17527/carlisle_vbelt.jpg,http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,<table class='description-table'><caption>Replaces:</caption><tr><th>BOSTWICK-BRAUN</th><td>129470</td></tr><tr><th>BOSTWICK-BRAUN</th><td>264377</td></tr><tr><th>CASE/IH</th><td>665299R1</td></tr><tr><th>DAYCO</th><td>BP91</td></tr><tr><th>ORGILL</th><td>128-7655</td></tr><tr><th>ORGILL</th><td>1287655</td></tr><tr><th>TSC CANADA</th><td>62191</td></tr></table>
2023124,2530V1090,Carlisle 2530V1090 Variable Speed,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/23124/Carlisle-variable-speed-belt.gif,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Variable_Speed_Cog_Belt_specs1.pdf,"<div><p>Timken Belts is a leader in variable speed belt technology. For use with industrial variable speed pulleys to gain a wide range of driven speeds. Raw edge sidewalls improve gripping action. Unitized belt bonding and specially formulated rubber compounds provide superior resistance to aging caused by wear, oil, heat, and harmful environmental factors. The Variable Speed Cog-Belt has been engineered to the same high standards that Timken Belts uses to produce belts for original equipment manufacturers (OEMs).</p><p><strong>Features/Advantages</strong></p><ul><li><p>Smooth running</p></li><li><p>Oil and heat resistant</p></li><li><p>Long belt life</p></li><li><p>Wide selection of sizes</p></li><li><p>Static dissipating</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Industrial variable speed drives</p></li><li><p>For snowmobile and ATV variable speed belts click here</a></p></li></ul><p><strong>Sizes</strong></p><ul><li>A wide selection of cross sections, top widths and lengths<br><br></li></ul><p></p></div>"
2023261,4036V541,Carlisle 4036V541 Variable Speed,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/23261/Carlisle-variable-speed-belt.gif,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Variable_Speed_Cog_Belt_specs1.pdf,"<div><p>Timken Belts is a leader in variable speed belt technology. For use with industrial variable speed pulleys to gain a wide range of driven speeds. Raw edge sidewalls improve gripping action. Unitized belt bonding and specially formulated rubber compounds provide superior resistance to aging caused by wear, oil, heat, and harmful environmental factors. The Variable Speed Cog-Belt has been engineered to the same high standards that Timken Belts uses to produce belts for original equipment manufacturers (OEMs).</p><p><strong>Features/Advantages</strong></p><ul><li><p>Smooth running</p></li><li><p>Oil and heat resistant</p></li><li><p>Long belt life</p></li><li><p>Wide selection of sizes</p></li><li><p>Static dissipating</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Industrial variable speed drives</p></li><li><p>For snowmobile and ATV variable speed belts click here</a></p></li></ul><p><strong>Sizes</strong></p><ul><li>A wide selection of cross sections, top widths and lengths<br><br></li></ul><p></p></div>"
2017559,C59,Carlisle C59 Super Ii V-Belt,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17559/carlisle_vbelt.jpg,http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,<table class='description-table'><caption>Replaces:</caption><tr><th>OWATONNA</th><td>2010240</td></tr><tr><th>HESSTON</th><td>57455</td></tr></table>
2985394,8V1600MS,Carlisle 8V1600MS Super Power-Wedge V-Belt,http://www.carlislebelts.com/cms_uploads/Wedge_Band1.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Wedge_Band_specs.pdf,"<div><p>Wedge-Band is the banded version of the hard-working Super Power-Wedge v-belt. Wedge-Band is an excellent choice for virtually any application where increased horsepower capacity and output is needed, or where conventional multiple belt drives are impractical because of space or weight limitations. The specially compounded wrapped construction is ideal for clutching operations. Banded v-belts are ideally suited for pulsating or heavily shock loaded drives and drives with extremely long center distances. Wedge-Band is oil and heat resistant, static dissipating, and it won’t turn over or jump off the drive.</p><p><strong>Features/Advantages</strong></p><ul><li><p>Prevents belt whip and rollover on long center distance drives</p></li><li><p>Smoother clutching</p></li><li><p>Space and weight saver</p></li><li><p>Oversized polyester cord provides added belt strength and stability</p></li><li><p>Cord is chemically treated for resistance to belt stretch</p></li><li><p>Tie-band is highly engineered to permanently bond multiple belts together enabling the belts to function as a single unit with even load distribution and wear</p></li><li><p>Vibration is dampened</p></li><li><p>Heavy shock loads are absorbed</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li>Mud pumps, rock crushers, stump grinders, and more</li></ul><p><strong>Sizes</strong></p><ul><li>R3V, R5V and R8V cross-sections from 34"" to 601""</li></ul></div>"
2984584,B90MS,Carlisle B90MS Super II V-Belt,http://www.carlislebelts.com/cms_uploads/Super_II_V_Belt1.jpg,http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>"
2985108,CP92MS,Carlisle CP92MS Super Blue Ribbon V-Belt,http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Super_Blue_Ribbon_v_belt_specs.pdf,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>"
2023230,3230HV723,Carlisle 3230HV723 Variable Speed,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/23230/Carlisle-variable-speed-belt.gif,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Variable_Speed_Cog_Belt_specs1.pdf,"<div><p>Timken Belts is a leader in variable speed belt technology. For use with industrial variable speed pulleys to gain a wide range of driven speeds. Raw edge sidewalls improve gripping action. Unitized belt bonding and specially formulated rubber compounds provide superior resistance to aging caused by wear, oil, heat, and harmful environmental factors. The Variable Speed Cog-Belt has been engineered to the same high standards that Timken Belts uses to produce belts for original equipment manufacturers (OEMs).</p><p><strong>Features/Advantages</strong></p><ul><li><p>Smooth running</p></li><li><p>Oil and heat resistant</p></li><li><p>Long belt life</p></li><li><p>Wide selection of sizes</p></li><li><p>Static dissipating</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Industrial variable speed drives</p></li><li><p>For snowmobile and ATV variable speed belts click here</a></p></li></ul><p><strong>Sizes</strong></p><ul><li>A wide selection of cross sections, top widths and lengths<br><br></li></ul><p></p></div>"
2023248,3636V479,Carlisle 3636V479 Variable Speed,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/23248/Carlisle-variable-speed-belt.gif,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Variable_Speed_Cog_Belt_specs1.pdf,"<div><p>Timken Belts is a leader in variable speed belt technology. For use with industrial variable speed pulleys to gain a wide range of driven speeds. Raw edge sidewalls improve gripping action. Unitized belt bonding and specially formulated rubber compounds provide superior resistance to aging caused by wear, oil, heat, and harmful environmental factors. The Variable Speed Cog-Belt has been engineered to the same high standards that Timken Belts uses to produce belts for original equipment manufacturers (OEMs).</p><p><strong>Features/Advantages</strong></p><ul><li><p>Smooth running</p></li><li><p>Oil and heat resistant</p></li><li><p>Long belt life</p></li><li><p>Wide selection of sizes</p></li><li><p>Static dissipating</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Industrial variable speed drives</p></li><li><p>For snowmobile and ATV variable speed belts click here</a></p></li></ul><p><strong>Sizes</strong></p><ul><li>A wide selection of cross sections, top widths and lengths<br><br></li></ul><p></p></div>"
2984994,CP144MS,Carlisle CP144MS Super Blue Ribbon V-Belt,http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Super_Blue_Ribbon_v_belt_specs.pdf,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>"
2984400,A112MS,Carlisle A112MS Super II V-Belt,http://www.carlislebelts.com/cms_uploads/Super_II_V_Belt1.jpg,http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>"
2985510,SPZX3810MS,Carlisle SPZX3810MS Power-Wedge Cog-Belt,http://www.carlislebelts.com/cms_uploads/Metric_Power_Wedge_Cog_Belt.jpg,http://www.carlislebelts.com/cms_files/original/10901_Carlisle_PowerWedgeCogBelt_SellSheet_06071611.pdf,http://www.carlislebelts.com/cms_files/original/Metric_Power_Wedge_Cog_Belt_specs.pdf,"<div><p><em>More Grip. Less Slip</em>. The Metric Power-Wedge Cog-Belt combines the advantages of the narrow wedge design with raw edge performance for maximum operating efficiency in a compact drive package. The narrow profile permits reduced drive widths and a smaller drive envelope. Higher horsepower ratings translate into greater design flexibility — reducing drive cost, space and weight.</p><p>The Power-Wedge Cog-Belt is now made of EPDM (Ethylene Propylene Diene Monomer), a synthetic rubber with outstanding properties. The raw-edge construction contributes to outstanding operating efficiency. More torque with little or no slippage. The result is savings — in time, in belt life and in energy costs.</p><p><strong>Features/Advantages</strong></p><ul><li><p>High horsepower ratings</p></li><li><p>Design flexibility</p></li><li><p>Longer belt life</p></li><li><p>Durable                                                                         </p></li><li><p>Oil and heat resistant</p></li><li><p>Static conductive</p></li><li><p>Resists hardening and glazing</p></li><li><p>Broad operating temperature range (-50°F to +250°F)</p></li><li><p>Smoother running</p></li><li><p>Energy efficient</p></li><li></li><li><p>Built to Chek Mate belt tolerances for a matched set</p></li></ul><p><strong>Applications</strong></p><ul><li>Drives that require metric cross sections on industrial machinery, fans, pumps, and more</li></ul><p><strong>Sizes</strong></p><ul><li><p>Available in SPZX, SPAX, SPBX, and SPCX cross sections from 643mm to 5092mm. Also available in 3VX, 5VX, and 8VX imperial sizes. Where applicable, belts are dual branded with imperial and metric part numbers.</p></li></ul><p></p><p> <img width=""402"" height=""80"" src=""/cms_files/original/Metric_Power_Wedge_Cog_Belt_cross_x.png""></p><ul></ul></div>"
2023160,2830V367,Carlisle 2830V367 Variable Speed,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/23160/Carlisle-variable-speed-belt.gif,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Variable_Speed_Cog_Belt_specs1.pdf,"<div><p>Timken Belts is a leader in variable speed belt technology. For use with industrial variable speed pulleys to gain a wide range of driven speeds. Raw edge sidewalls improve gripping action. Unitized belt bonding and specially formulated rubber compounds provide superior resistance to aging caused by wear, oil, heat, and harmful environmental factors. The Variable Speed Cog-Belt has been engineered to the same high standards that Timken Belts uses to produce belts for original equipment manufacturers (OEMs).</p><p><strong>Features/Advantages</strong></p><ul><li><p>Smooth running</p></li><li><p>Oil and heat resistant</p></li><li><p>Long belt life</p></li><li><p>Wide selection of sizes</p></li><li><p>Static dissipating</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Industrial variable speed drives</p></li><li><p>For snowmobile and ATV variable speed belts click here</a></p></li></ul><p><strong>Sizes</strong></p><ul><li>A wide selection of cross sections, top widths and lengths<br><br></li></ul><p></p></div>"
2023158,2830V363,Carlisle 2830V363 Variable Speed,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/23158/Carlisle-variable-speed-belt.gif,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Variable_Speed_Cog_Belt_specs1.pdf,"<div><p>Timken Belts is a leader in variable speed belt technology. For use with industrial variable speed pulleys to gain a wide range of driven speeds. Raw edge sidewalls improve gripping action. Unitized belt bonding and specially formulated rubber compounds provide superior resistance to aging caused by wear, oil, heat, and harmful environmental factors. The Variable Speed Cog-Belt has been engineered to the same high standards that Timken Belts uses to produce belts for original equipment manufacturers (OEMs).</p><p><strong>Features/Advantages</strong></p><ul><li><p>Smooth running</p></li><li><p>Oil and heat resistant</p></li><li><p>Long belt life</p></li><li><p>Wide selection of sizes</p></li><li><p>Static dissipating</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Industrial variable speed drives</p></li><li><p>For snowmobile and ATV variable speed belts click here</a></p></li></ul><p><strong>Sizes</strong></p><ul><li>A wide selection of cross sections, top widths and lengths<br><br></li></ul><p></p></div>"
