id,catalog_number,add_descr
2850499,PMR12556,"Industrial Grade - Pulling Grips, Multi-Weave - Rotating Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Multi-weave pulling grips are constructed of high strength galvanized steel and are designed for pulling aluminum or copper bare conductor, wire rope and insulated cables. These grips are used in applications such as distribution line stringing and overhead transmission. Multi-weave pulling grips are available with a flexible or rotating eye, which can be attached to a swivel. The forged steel rotating eye will thread through sheaves and blocks without binding, but is not a swivel and will not turn under tension. The rotating eye can turn to relieve pulling torque when tension is relaxed."
2850500,PMR15060,"Industrial Grade - Pulling Grips, Multi-Weave - Rotating Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Multi-weave pulling grips are constructed of high strength galvanized steel and are designed for pulling aluminum or copper bare conductor, wire rope and insulated cables. These grips are used in applications such as distribution line stringing and overhead transmission. Multi-weave pulling grips are available with a flexible or rotating eye, which can be attached to a swivel. The forged steel rotating eye will thread through sheaves and blocks without binding, but is not a swivel and will not turn under tension. The rotating eye can turn to relieve pulling torque when tension is relaxed."
2850498,PMR10052,"Industrial Grade - Pulling Grips, Multi-Weave - Rotating Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Multi-weave pulling grips are constructed of high strength galvanized steel and are designed for pulling aluminum or copper bare conductor, wire rope and insulated cables. These grips are used in applications such as distribution line stringing and overhead transmission. Multi-weave pulling grips are available with a flexible or rotating eye, which can be attached to a swivel. The forged steel rotating eye will thread through sheaves and blocks without binding, but is not a swivel and will not turn under tension. The rotating eye can turn to relieve pulling torque when tension is relaxed."
2850496,PMF5032,"Industrial Grade - Pulling Grips, Multi-Weave - Flexible Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Multi-weave pulling grips are constructed of high strength galvanized steel and are designed for pulling aluminum or copper bare conductor, wire rope and insulated cables. These grips are used in applications such as distribution line stringing and overhead transmission. Multi-weave pulling grips are available with a flexible or rotating eye, which can be attached to a swivel. The forged steel rotating eye will thread through sheaves and blocks without binding, but is not a swivel and will not turn under tension. The rotating eye can turn to relieve pulling torque when tension is relaxed."
2850497,PMF7541,"Industrial Grade - Pulling Grips, Multi-Weave - Flexible Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Multi-weave pulling grips are constructed of high strength galvanized steel and are designed for pulling aluminum or copper bare conductor, wire rope and insulated cables. These grips are used in applications such as distribution line stringing and overhead transmission. Multi-weave pulling grips are available with a flexible or rotating eye, which can be attached to a swivel. The forged steel rotating eye will thread through sheaves and blocks without binding, but is not a swivel and will not turn under tension. The rotating eye can turn to relieve pulling torque when tension is relaxed."
2850503,PMR2526,"Industrial Grade - Pulling Grips, Multi-Weave - Rotating Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Multi-weave pulling grips are constructed of high strength galvanized steel and are designed for pulling aluminum or copper bare conductor, wire rope and insulated cables. These grips are used in applications such as distribution line stringing and overhead transmission. Multi-weave pulling grips are available with a flexible or rotating eye, which can be attached to a swivel. The forged steel rotating eye will thread through sheaves and blocks without binding, but is not a swivel and will not turn under tension. The rotating eye can turn to relieve pulling torque when tension is relaxed."
2850492,PMF25052,"Industrial Grade - Pulling Grips, Multi-Weave - Flexible Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Multi-weave pulling grips are constructed of high strength galvanized steel and are designed for pulling aluminum or copper bare conductor, wire rope and insulated cables. These grips are used in applications such as distribution line stringing and overhead transmission. Multi-weave pulling grips are available with a flexible or rotating eye, which can be attached to a swivel. The forged steel rotating eye will thread through sheaves and blocks without binding, but is not a swivel and will not turn under tension. The rotating eye can turn to relieve pulling torque when tension is relaxed."
2850494,PMF30054,"Industrial Grade - Pulling Grips, Multi-Weave - Flexible Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Multi-weave pulling grips are constructed of high strength galvanized steel and are designed for pulling aluminum or copper bare conductor, wire rope and insulated cables. These grips are used in applications such as distribution line stringing and overhead transmission. Multi-weave pulling grips are available with a flexible or rotating eye, which can be attached to a swivel. The forged steel rotating eye will thread through sheaves and blocks without binding, but is not a swivel and will not turn under tension. The rotating eye can turn to relieve pulling torque when tension is relaxed."
2850493,PMF2526,"Industrial Grade - Pulling Grips, Multi-Weave - Flexible Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Multi-weave pulling grips are constructed of high strength galvanized steel and are designed for pulling aluminum or copper bare conductor, wire rope and insulated cables. These grips are used in applications such as distribution line stringing and overhead transmission. Multi-weave pulling grips are available with a flexible or rotating eye, which can be attached to a swivel. The forged steel rotating eye will thread through sheaves and blocks without binding, but is not a swivel and will not turn under tension. The rotating eye can turn to relieve pulling torque when tension is relaxed."
2850495,PMF35056,"Industrial Grade - Pulling Grips, Multi-Weave - Flexible Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Multi-weave pulling grips are constructed of high strength galvanized steel and are designed for pulling aluminum or copper bare conductor, wire rope and insulated cables. These grips are used in applications such as distribution line stringing and overhead transmission. Multi-weave pulling grips are available with a flexible or rotating eye, which can be attached to a swivel. The forged steel rotating eye will thread through sheaves and blocks without binding, but is not a swivel and will not turn under tension. The rotating eye can turn to relieve pulling torque when tension is relaxed."
2850490,PMF15060,"Industrial Grade - Pulling Grips, Multi-Weave - Flexible Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Multi-weave pulling grips are constructed of high strength galvanized steel and are designed for pulling aluminum or copper bare conductor, wire rope and insulated cables. These grips are used in applications such as distribution line stringing and overhead transmission. Multi-weave pulling grips are available with a flexible or rotating eye, which can be attached to a swivel. The forged steel rotating eye will thread through sheaves and blocks without binding, but is not a swivel and will not turn under tension. The rotating eye can turn to relieve pulling torque when tension is relaxed."
2850491,PMF20050,"Industrial Grade - Pulling Grips, Multi-Weave - Flexible Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Multi-weave pulling grips are constructed of high strength galvanized steel and are designed for pulling aluminum or copper bare conductor, wire rope and insulated cables. These grips are used in applications such as distribution line stringing and overhead transmission. Multi-weave pulling grips are available with a flexible or rotating eye, which can be attached to a swivel. The forged steel rotating eye will thread through sheaves and blocks without binding, but is not a swivel and will not turn under tension. The rotating eye can turn to relieve pulling torque when tension is relaxed."
2850489,PMF12556,"Industrial Grade - Pulling Grips, Multi-Weave - Flexible Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Multi-weave pulling grips are constructed of high strength galvanized steel and are designed for pulling aluminum or copper bare conductor, wire rope and insulated cables. These grips are used in applications such as distribution line stringing and overhead transmission. Multi-weave pulling grips are available with a flexible or rotating eye, which can be attached to a swivel. The forged steel rotating eye will thread through sheaves and blocks without binding, but is not a swivel and will not turn under tension. The rotating eye can turn to relieve pulling torque when tension is relaxed."
2850488,PMF10052,"Industrial Grade - Pulling Grips, Multi-Weave - Flexible Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Multi-weave pulling grips are constructed of high strength galvanized steel and are designed for pulling aluminum or copper bare conductor, wire rope and insulated cables. These grips are used in applications such as distribution line stringing and overhead transmission. Multi-weave pulling grips are available with a flexible or rotating eye, which can be attached to a swivel. The forged steel rotating eye will thread through sheaves and blocks without binding, but is not a swivel and will not turn under tension. The rotating eye can turn to relieve pulling torque when tension is relaxed."
2850427,PJ8IG,"Mid Size Wallplates - Polycarbonate Duplex Receptacle Pre-Marked Special Use. Rugged construction reduces installation cost due to less plate breakage and resists bowing to provide a smooth, flat installation. Exclusive timesaving Screw-Catch feature that holds mounting screws captive and simplifies installation. High gloss finish is soil resistant. Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, long-term form retention, and superior impact and abrasion resistance. Matching mounting screws provided."
2850391,PJ7IG,"Mid Size Wallplates - Polycarbonate Single Receptacle Pre-Marked Special Use. Rugged construction reduces installation cost due to less plate breakage and resists bowing to provide a smooth, flat installation. Exclusive timesaving Screw-Catch feature that holds mounting screws captive and simplifies installation. High gloss finish is soil resistant. Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, long-term form retention, and superior impact and abrasion resistance. Matching mounting screws provided."
2850320,PJ26IG,"Mid Size Wallplates - Polycarbonate Decorator Pre-Marked Special Use. Rugged construction reduces installation cost due to less plate breakage and resists bowing to provide a smooth, flat installation. Exclusive timesaving Screw-Catch™ feature that holds mounting screws captive and simplifies installation. High gloss finish is soil resistant. Polycarbonate wallplates are virtually unbreakable, with high structural rigidity, long-term form retention, and superior impact and abrasion resistance. Matching mounting screws provided."
2850181,PH6216,"Industrial Grade - Pulling Grips, Heavy Duty - Standard Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850180,PH6211,"Industrial Grade - Pulling Grips, Heavy Duty - Short Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850182,PH7520,"Industrial Grade - Pulling Grips, Heavy Duty - Short Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850179,PH60066,"Industrial Grade - Pulling Grips, Heavy Duty - Standard Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850183,PH7532,"Industrial Grade - Pulling Grips, Heavy Duty - Standard Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850177,PH5011,"Industrial Grade - Pulling Grips, Heavy Duty - Short Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850176,PH50060,"Industrial Grade - Pulling Grips, Heavy Duty - Standard Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850178,PH5016,"Industrial Grade - Pulling Grips, Heavy Duty - Standard Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850174,PH40042,"Industrial Grade - Pulling Grips, Heavy Duty - Standard Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850175,PH45058,"Industrial Grade - Pulling Grips, Heavy Duty - Standard Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850173,PH40033,"Industrial Grade - Pulling Grips, Heavy Duty - Short Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850172,PH35041,"Industrial Grade - Pulling Grips, Heavy Duty - Standard Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850171,PH35032,"Industrial Grade - Pulling Grips, Heavy Duty - Short Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850170,PH30039,"Industrial Grade - Pulling Grips, Heavy Duty - Standard Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850168,PH25038,"Industrial Grade - Pulling Grips, Heavy Duty - Standard Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850169,PH30030,"Industrial Grade - Pulling Grips, Heavy Duty - Short Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850166,PH20036,"Industrial Grade - Pulling Grips, Heavy Duty - Standard Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850167,PH25028,"Industrial Grade - Pulling Grips, Heavy Duty - Short Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850164,PH15034,"Industrial Grade - Pulling Grips, Heavy Duty - Standard Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850165,PH20026,"Industrial Grade - Pulling Grips, Heavy Duty - Short Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850162,PH12521,"Industrial Grade - Pulling Grips, Heavy Duty - Short Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850161,PH10033,"Industrial Grade - Pulling Grips, Heavy Duty - Standard Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850160,PH10020,"Industrial Grade - Pulling Grips, Heavy Duty - Short Length, Rotating Eye, K-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. K-Type pulling grips feature a double weave of galvanized steel for greater strength and added mesh contact with the cable as well as a forged steel compact rotating eye, which can be attached to a swivel. They are designed to handle longer or heavier pulling jobs such as an installation of underground cables, communication lines and service lines."
2850154,PC50B,Pro-Grip Cord Sets & Adapters Cord sets offer superior cord gripping and are abuse resistant. Insulated body on cord sets for extra measure of safety. Tough nylon housing or armored housing resists impact in heavy-duty industrial environments. Powerful cord-gripping capability helps eliminate conductor cord grip slip and strain on terminals.
2850152,PC50A,Pro-Grip Cord Sets & Adapters Cord sets offer superior cord gripping and are abuse resistant. Insulated body on cord sets for extra measure of safety. Tough nylon housing or armored housing resists impact in heavy-duty industrial environments. Powerful cord-gripping capability helps eliminate conductor cord grip slip and strain on terminals.
2850092,MP7524,"Industrial Grade - Pulling Grips, Medium Duty - Short Length, Flexible Eye, T-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850094,MP7548,"Industrial Grade - Pulling Grips, Medium Duty - Long Length, Flexible Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850091,MP6224,"Industrial Grade - Pulling Grips, Medium Duty - Short Length, Flexible Eye, T-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850093,MP7536,"Industrial Grade - Pulling Grips, Medium Duty - Standard Length, Flexible Eye, T-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850090,MP5021,"Industrial Grade - Pulling Grips, Medium Duty - Short Length, Flexible Eye, T-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850088,MP35036,"Industrial Grade - Pulling Grips, Medium Duty - Standard Length, Flexible Eye, T-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850089,MP35048,"Industrial Grade - Pulling Grips, Medium Duty - Long Length, Flexible Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850087,MP35026,"Industrial Grade - Pulling Grips, Medium Duty - Short Length, Flexible Eye, T-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850085,MP30036,"Industrial Grade - Pulling Grips, Medium Duty - Standard Length, Flexible Eye, T-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850086,MP30048,"Industrial Grade - Pulling Grips, Medium Duty - Long Length, Flexible Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850084,MP30024,"Industrial Grade - Pulling Grips, Medium Duty - Short Length, Flexible Eye, T-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850082,MP25036,"Industrial Grade - Pulling Grips, Medium Duty - Standard Length, Flexible Eye, T-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850083,MP25048,"Industrial Grade - Pulling Grips, Medium Duty - Long Length, Flexible Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850080,MP20048,"Industrial Grade - Pulling Grips, Medium Duty - Long Length, Flexible Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850081,MP25024,"Industrial Grade - Pulling Grips, Medium Duty - Short Length, Flexible Eye, T-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850079,MP20036,"Industrial Grade - Pulling Grips, Medium Duty - Standard Length, Flexible Eye, T-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850078,MP20024,"Industrial Grade - Pulling Grips, Medium Duty - Short Length, Flexible Eye, T-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850077,MP15048,"Industrial Grade - Pulling Grips, Medium Duty - Long Length, Flexible Eye Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850076,MP15036,"Industrial Grade - Pulling Grips, Medium Duty - Standard Length, Flexible Eye, T-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
2850075,MP15024,"Industrial Grade - Pulling Grips, Medium Duty - Short Length, Flexible Eye, T-Type Pulling Grips serve as reusable tools for pulling cables, wires, and/or rope in overhead and underground cable pulls. These grips protect the cable from abrasion and ease the cable through bends and rough surfaces. Medium duty pulling grips are recommended for heavy or rugged applications, and are ideally suited for overhead and underground installations. These grips are woven in galvanized steel."
